"State","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"NM","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.431","","01/01/2015","12/31/2015"
"NV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.210","","01/01/2015","12/31/2015"
"NY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.326","","01/01/2015","12/31/2015"
"OH","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.927","","01/01/2015","12/31/2015"
"OK","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.936","","01/01/2015","12/31/2015"
"OR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.740","","01/01/2015","12/31/2015"
"PA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.987","","01/01/2015","12/31/2015"
"PR","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.083","","01/01/2015","12/31/2015"
"SC","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.970","","01/01/2015","12/31/2015"
"SD","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.431","","01/01/2015","12/31/2015"
"TN","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.817","","01/01/2015","12/31/2015"
"TX","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.932","","01/01/2015","12/31/2015"
"UT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.985","","01/01/2015","12/31/2015"
"VA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.073","","01/01/2015","12/31/2015"
"VI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.025","","01/01/2015","12/31/2015"
"VT","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.958","","01/01/2015","12/31/2015"
"WA","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.074","","01/01/2015","12/31/2015"
"WI","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.947","","01/01/2015","12/31/2015"
"WV","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","1.371","","01/01/2015","12/31/2015"
"WY","Surgical Site Infection from colon surgery (SSI: Colon)","HAI_3_SIR","0.722","","01/01/2015","12/31/2015"
"AK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.151","","01/01/2015","12/31/2015"
"AL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.026","","01/01/2015","12/31/2015"
"AR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.123","","01/01/2015","12/31/2015"
"AS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.444","","01/01/2015","12/31/2015"
"CA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.209","","01/01/2015","12/31/2015"
"CO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.229","","01/01/2015","12/31/2015"
"CT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.442","","01/01/2015","12/31/2015"
"DC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.121","","01/01/2015","12/31/2015"
"DE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.124","","01/01/2015","12/31/2015"
"FL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.022","","01/01/2015","12/31/2015"
"GA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.308","","01/01/2015","12/31/2015"
"GU","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.187","","01/01/2015","12/31/2015"
"IA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.402","","01/01/2015","12/31/2015"
"ID","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.629","","01/01/2015","12/31/2015"
"IL","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.060","","01/01/2015","12/31/2015"
"IN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.213","","01/01/2015","12/31/2015"
"KS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.710","","01/01/2015","12/31/2015"
"KY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.142","","01/01/2015","12/31/2015"
"LA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.061","","01/01/2015","12/31/2015"
"MA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.173","","01/01/2015","12/31/2015"
"MD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.275","","01/01/2015","12/31/2015"
"ME","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.805","","01/01/2015","12/31/2015"
"MI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.120","","01/01/2015","12/31/2015"
"MN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.355","","01/01/2015","12/31/2015"
"MO","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.978","","01/01/2015","12/31/2015"
"MP","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.102","","01/01/2015","12/31/2015"
"MT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.021","","01/01/2015","12/31/2015"
"NC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.937","","01/01/2015","12/31/2015"
"ND","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.422","","01/01/2015","12/31/2015"
"NE","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.085","","01/01/2015","12/31/2015"
"NH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.353","","01/01/2015","12/31/2015"
"NJ","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.975","","01/01/2015","12/31/2015"
"NM","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.882","","01/01/2015","12/31/2015"
"NV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.476","","01/01/2015","12/31/2015"
"NY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.428","","01/01/2015","12/31/2015"
"OH","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.019","","01/01/2015","12/31/2015"
"OK","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.115","","01/01/2015","12/31/2015"
"OR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.907","","01/01/2015","12/31/2015"
"PA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.079","","01/01/2015","12/31/2015"
"PR","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.497","","01/01/2015","12/31/2015"
"SC","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.136","","01/01/2015","12/31/2015"
"SD","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.929","","01/01/2015","12/31/2015"
"TN","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","0.938","","01/01/2015","12/31/2015"
"TX","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.006","","01/01/2015","12/31/2015"
"UT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.259","","01/01/2015","12/31/2015"
"VA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.215","","01/01/2015","12/31/2015"
"VI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","3.387","","01/01/2015","12/31/2015"
"VT","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","2.793","","01/01/2015","12/31/2015"
"WA","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.243","","01/01/2015","12/31/2015"
"WI","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.099","","01/01/2015","12/31/2015"
"WV","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.677","","01/01/2015","12/31/2015"
"WY","SSI: Colon Upper Confidence Limit","HAI_3_CI_UPPER","1.429","","01/01/2015","12/31/2015"
"AK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.061","","01/01/2015","12/31/2015"
"AL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.760","","01/01/2015","12/31/2015"
"AR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.735","","01/01/2015","12/31/2015"
"AS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.127","","01/01/2015","12/31/2015"
"CA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.066","","01/01/2015","12/31/2015"
"CO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.898","","01/01/2015","12/31/2015"
"CT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.035","","01/01/2015","12/31/2015"
"DC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.493","","01/01/2015","12/31/2015"
"DE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.285","","01/01/2015","12/31/2015"
"FL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.877","","01/01/2015","12/31/2015"
"GA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.063","","01/01/2015","12/31/2015"
"GU","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.531","","01/01/2015","12/31/2015"
"IA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.961","","01/01/2015","12/31/2015"
"ID","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.945","","01/01/2015","12/31/2015"
"IL","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.855","","01/01/2015","12/31/2015"
"IN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.932","","01/01/2015","12/31/2015"
"KS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.209","","01/01/2015","12/31/2015"
"KY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.839","","01/01/2015","12/31/2015"
"LA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.761","","01/01/2015","12/31/2015"
"MA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.896","","01/01/2015","12/31/2015"
"MD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.948","","01/01/2015","12/31/2015"
"ME","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.109","","01/01/2015","12/31/2015"
"MI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.905","","01/01/2015","12/31/2015"
"MN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.016","","01/01/2015","12/31/2015"
"MO","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.738","","01/01/2015","12/31/2015"
"MP","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.725","","01/01/2015","12/31/2015"
"MT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.423","","01/01/2015","12/31/2015"
"NC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.737","","01/01/2015","12/31/2015"
"ND","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.636","","01/01/2015","12/31/2015"
"NE","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.608","","01/01/2015","12/31/2015"
"NH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.753","","01/01/2015","12/31/2015"
"NJ","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.745","","01/01/2015","12/31/2015"
"NM","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.067","","01/01/2015","12/31/2015"
"NV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.982","","01/01/2015","12/31/2015"
"NY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.229","","01/01/2015","12/31/2015"
"OH","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.842","","01/01/2015","12/31/2015"
"OK","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.779","","01/01/2015","12/31/2015"
"OR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.597","","01/01/2015","12/31/2015"
"PA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.900","","01/01/2015","12/31/2015"
"PR","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.762","","01/01/2015","12/31/2015"
"SC","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.824","","01/01/2015","12/31/2015"
"SD","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.036","","01/01/2015","12/31/2015"
"TN","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.708","","01/01/2015","12/31/2015"
"TX","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.862","","01/01/2015","12/31/2015"
"UT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.758","","01/01/2015","12/31/2015"
"VA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.944","","01/01/2015","12/31/2015"
"VI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.172","","01/01/2015","12/31/2015"
"VT","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.327","","01/01/2015","12/31/2015"
"WA","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.923","","01/01/2015","12/31/2015"
"WI","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.812","","01/01/2015","12/31/2015"
"WV","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","1.109","","01/01/2015","12/31/2015"
"WY","SSI: Colon Lower Confidence Limit","HAI_3_CI_LOWER","0.316","","01/01/2015","12/31/2015"
"AK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.000","","01/01/2015","12/31/2015"
"AL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.750","","01/01/2015","12/31/2015"
"AR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.461","","01/01/2015","12/31/2015"
"AS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.816","","01/01/2015","12/31/2015"
"CA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.971","","01/01/2015","12/31/2015"
"CO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.069","","01/01/2015","12/31/2015"
"CT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.131","","01/01/2015","12/31/2015"
"DC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.293","","01/01/2015","12/31/2015"
"DE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.617","","01/01/2015","12/31/2015"
"FL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.752","","01/01/2015","12/31/2015"
"GA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.975","","01/01/2015","12/31/2015"
"GU","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.427","","01/01/2015","12/31/2015"
"IA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.933","","01/01/2015","12/31/2015"
"ID","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.419","","01/01/2015","12/31/2015"
"IL","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.846","","01/01/2015","12/31/2015"
"IN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.065","","01/01/2015","12/31/2015"
"KS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.763","","01/01/2015","12/31/2015"
"KY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.760","","01/01/2015","12/31/2015"
"LA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.111","","01/01/2015","12/31/2015"
"MA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.986","","01/01/2015","12/31/2015"
"MD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.931","","01/01/2015","12/31/2015"
"ME","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.268","","01/01/2015","12/31/2015"
"MI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.029","","01/01/2015","12/31/2015"
"MN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.173","","01/01/2015","12/31/2015"
"MO","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.600","","01/01/2015","12/31/2015"
"MP","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.155","","01/01/2015","12/31/2015"
"MT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.293","","01/01/2015","12/31/2015"
"NC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.710","","01/01/2015","12/31/2015"
"ND","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.598","","01/01/2015","12/31/2015"
"NE","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.492","","01/01/2015","12/31/2015"
"NH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.870","","01/01/2015","12/31/2015"
"NJ","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.007","","01/01/2015","12/31/2015"
"NM","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.148","","01/01/2015","12/31/2015"
"NV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.825","","01/01/2015","12/31/2015"
"NY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.013","","01/01/2015","12/31/2015"
"OH","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.857","","01/01/2015","12/31/2015"
"OK","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.483","","01/01/2015","12/31/2015"
"OR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.686","","01/01/2015","12/31/2015"
"PA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.776","","01/01/2015","12/31/2015"
"PR","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.901","","01/01/2015","12/31/2015"
"SC","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.592","","01/01/2015","12/31/2015"
"SD","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.136","","01/01/2015","12/31/2015"
"TN","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.803","","01/01/2015","12/31/2015"
"TX","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.757","","01/01/2015","12/31/2015"
"UT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.152","","01/01/2015","12/31/2015"
"VA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.217","","01/01/2015","12/31/2015"
"VI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"VT","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.893","","01/01/2015","12/31/2015"
"WA","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.745","","01/01/2015","12/31/2015"
"WI","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","0.956","","01/01/2015","12/31/2015"
"WV","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.139","","01/01/2015","12/31/2015"
"WY","Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy)","HAI_4_SIR","1.698","","01/01/2015","12/31/2015"
"AK","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.617","","01/01/2015","12/31/2015"
"AL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.969","","01/01/2015","12/31/2015"
"AR","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.733","","01/01/2015","12/31/2015"
"AS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"AZ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.059","","01/01/2015","12/31/2015"
"CA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.103","","01/01/2015","12/31/2015"
"CO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.423","","01/01/2015","12/31/2015"
"CT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.549","","01/01/2015","12/31/2015"
"DC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.373","","01/01/2015","12/31/2015"
"DE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.608","","01/01/2015","12/31/2015"
"FL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.887","","01/01/2015","12/31/2015"
"GA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.164","","01/01/2015","12/31/2015"
"GU","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"HI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.410","","01/01/2015","12/31/2015"
"IA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.358","","01/01/2015","12/31/2015"
"ID","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.141","","01/01/2015","12/31/2015"
"IL","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.038","","01/01/2015","12/31/2015"
"IN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.356","","01/01/2015","12/31/2015"
"KS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.118","","01/01/2015","12/31/2015"
"KY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.005","","01/01/2015","12/31/2015"
"LA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.432","","01/01/2015","12/31/2015"
"MA","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.315","","01/01/2015","12/31/2015"
"MD","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.231","","01/01/2015","12/31/2015"
"ME","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.327","","01/01/2015","12/31/2015"
"MI","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.249","","01/01/2015","12/31/2015"
"MN","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.571","","01/01/2015","12/31/2015"
"MO","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.812","","01/01/2015","12/31/2015"
"MP","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"MS","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.541","","01/01/2015","12/31/2015"
"MT","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.304","","01/01/2015","12/31/2015"
"NC","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","0.888","","01/01/2015","12/31/2015"
"ND","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.442","","01/01/2015","12/31/2015"
"NE","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","2.127","","01/01/2015","12/31/2015"
"NH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.653","","01/01/2015","12/31/2015"
"NJ","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.282","","01/01/2015","12/31/2015"
"NM","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.800","","01/01/2015","12/31/2015"
"NV","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.311","","01/01/2015","12/31/2015"
"NY","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.180","","01/01/2015","12/31/2015"
"OH","SSI: Abdominal Upper Confidence Limit","HAI_4_CI_UPPER","1.022","","01/01/2015","12/31/2015"
