Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score
"170023","ST CATHERINE HOSPITAL","401 EAST SPRUCE","Garden City","KS","67846","FINNEY","95.714285714286","09.571428571429","29.000000000000","07.250000000000","66.666666666667","26.666666666667","00.000000000000","00.000000000000","43.488095238095"
"170068","SOUTHWEST MEDICAL CENTER","315 WEST 15TH STREET","Liberal","KS","67901","SEWARD","58.571428571429","05.857142857143","29.000000000000","07.250000000000","23.333333333333","09.333333333333","70.000000000000","17.500000000000","39.940476190476"
"180143","SAINT JOSEPH EAST","150 NORTH EAGLE CREEK DRIVE","Lexington","KY","40509","FAYETTE","35.714285714286","03.571428571429","27.000000000000","06.750000000000","41.428571428571","16.571428571429","20.000000000000","05.000000000000","31.892857142857"
"190014","TECHE REGIONAL MEDICAL CENTER","1125 MARGUERITE STREET","Morgan City","LA","70380","ST. MARY","34.285714285714","03.428571428571","41.000000000000","10.250000000000","56.000000000000","22.400000000000","00.000000000000","00.000000000000","36.078571428571"
"190027","CHRISTUS ST PATRICK HOSPITAL","524 DR MICHAEL DEBAKEY STREET","Lake Charles","LA","70601","CALCASIEU","88.571428571429","08.857142857143","22.000000000000","05.500000000000","52.857142857143","21.142857142857","00.000000000000","00.000000000000","35.500000000000"
"190039","WEST JEFFERSON MEDICAL CENTER","1101 MEDICAL CENTER BLVD","Marrero","LA","70072","JEFFERSON","77.142857142857","07.714285714286","48.000000000000","12.000000000000","50.000000000000","20.000000000000","10.000000000000","02.500000000000","42.214285714286"
"180024","SPRING VIEW HOSPITAL","320 LORETTO ROAD","Lebanon","KY","40033","MARION","24.285714285714","02.428571428571","19.000000000000","04.750000000000","67.500000000000","27.000000000000","40.000000000000","10.000000000000","44.178571428571"
"180025","FLAGET MEMORIAL HOSPITAL","4305 NEW SHEPHERDSVILLE ROAD","Bardstown","KY","40004","NELSON","77.142857142857","07.714285714286","44.000000000000","11.000000000000","46.666666666667","18.666666666667","60.000000000000","15.000000000000","52.380952380952"
"180048","EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER","217 SOUTH THIRD STREET","Danville","KY","40422","BOYLE","65.714285714286","06.571428571429","26.000000000000","06.500000000000","28.571428571429","11.428571428571","20.000000000000","05.000000000000","29.500000000000"
"180070","TWIN LAKES REGIONAL MEDICAL CENTER","910 WALLACE AVENUE","Leitchfield","KY","42754","GRAYSON","22.857142857143","02.285714285714","47.000000000000","11.750000000000","50.000000000000","20.000000000000","50.000000000000","12.500000000000","46.535714285714"
"180095","CRITTENDEN HEALTH SYSTEM","520 WEST GUM STREET","Marion","KY","42064","CRITTENDEN","Not Available","Not Available","44.000000000000","12.222222222222","33.333333333333","14.814814814815","30.000000000000","08.333333333333","35.370370370370"
"190251","SURGICAL SPECIALTY CENTER OF BATON ROUGE","8080 BLUEBONNET BLVD","Baton Rouge","LA","70810","EAST BATON ROUGE","62.500000000000","17.857142857143","100.000000000000","71.428571428571","Not Available","Not Available","Not Available","Not Available","89.285714285714"
"450865","SETON SOUTHWEST HOSPITAL","7900 FM 1826","Austin","TX","78737","TRAVIS","98.000000000000","28.000000000000","36.000000000000","25.714285714286","Not Available","Not Available","Not Available","Not Available","53.714285714286"
"190086","NORTHERN LOUISIANA MEDICAL CENTER","401 EAST VAUGHN AVENUE","Ruston","LA","71270","LINCOLN","92.857142857143","09.285714285714","21.000000000000","05.250000000000","46.666666666667","18.666666666667","00.000000000000","00.000000000000","33.202380952381"
"200033","EASTERN MAINE MEDICAL CENTER","PO BOX 404","Bangor","ME","04401","PENOBSCOT","82.857142857143","08.285714285714","28.000000000000","07.000000000000","18.571428571429","07.428571428571","00.000000000000","00.000000000000","22.714285714286"
"200063","PENOBSCOT BAY MEDICAL CENTER","6 GLEN COVE DRIVE","Rockport","ME","04856","KNOX","81.428571428571","08.142857142857","35.000000000000","08.750000000000","52.500000000000","21.000000000000","50.000000000000","12.500000000000","50.392857142857"
"220011","CAMBRIDGE HEALTH ALLIANCE","1493 CAMBRIDGE STREET","Cambridge","MA","02139","MIDDLESEX","55.714285714286","05.571428571429","23.000000000000","05.750000000000","45.714285714286","18.285714285714","20.000000000000","05.000000000000","34.607142857143"
"220049","MARLBOROUGH HOSPITAL","157 UNION STREET","Marlborough","MA","01752","MIDDLESEX","32.857142857143","03.285714285714","21.000000000000","05.250000000000","80.000000000000","32.000000000000","10.000000000000","02.500000000000","43.035714285714"
"220077","BAYSTATE MEDICAL CENTER","759 CHESTNUT STREET","Springfield","MA","01199","HAMPDEN","65.714285714286","06.571428571429","18.000000000000","04.500000000000","62.857142857143","25.142857142857","00.000000000000","00.000000000000","36.214285714286"
"220088","NEW ENGLAND BAPTIST HOSPITAL","125 PARKER HILL AVENUE","Boston","MA","02120","SUFFOLK","66.666666666667","06.666666666667","57.000000000000","14.250000000000","80.000000000000","32.000000000000","00.000000000000","00.000000000000","52.916666666667"
"260062","SAINT LUKES NORTHLAND HOSPITAL","5830 N W BARRY ROAD","Kansas City","MO","64154","PLATTE","50.000000000000","05.000000000000","29.000000000000","07.250000000000","47.142857142857","18.857142857143","00.000000000000","00.000000000000","31.107142857143"
"130066","NORTHWEST SPECIALTY HOSPITAL","1593 EAST POLSTON AVENUE","Post Falls","ID","83854","KOOTENAI","68.333333333333","11.388888888889","100.000000000000","41.666666666667","Not Available","Not Available","80.000000000000","33.333333333333","86.388888888889"
"060114","PARKER ADVENTIST HOSPITAL","9395 CROWN CREST BLVD","Parker","CO","80138","DOUGLAS","32.857142857143","03.285714285714","34.000000000000","08.500000000000","58.571428571429","23.428571428571","00.000000000000","00.000000000000","35.214285714286"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","Sylacauga","AL","35150","TALLADEGA","81.428571428571","08.142857142857","40.000000000000","10.000000000000","58.333333333333","23.333333333333","00.000000000000","00.000000000000","41.476190476190"
"190263","HEART HOSPITAL OF LAFAYETTE","1105 KALISTE SALOOM ROAD","Lafayette","LA","70508","LAFAYETTE","64.000000000000","06.400000000000","100.000000000000","25.000000000000","83.333333333333","33.333333333333","20.000000000000","05.000000000000","69.733333333333"
"510031","ST FRANCIS HOSPITAL","333 LAIDLEY ST","Charleston","WV","25301","KANAWHA","65.714285714286","06.571428571429","62.000000000000","15.500000000000","90.000000000000","36.000000000000","50.000000000000","12.500000000000","70.571428571429"
"510046","PRINCETON COMMUNITY HOSPITAL","122 12TH STREET","Princeton","WV","24740","MERCER","44.285714285714","04.428571428571","33.000000000000","08.250000000000","44.285714285714","17.714285714286","10.000000000000","02.500000000000","32.892857142857"
"510048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DRIVE","Logan","WV","25601","LOGAN","30.000000000000","03.000000000000","22.000000000000","05.500000000000","76.666666666667","30.666666666667","50.000000000000","12.500000000000","51.666666666667"
"520019","MINISTRY SAINT MARYS HOSPITAL","2251 NORTH SHORE DR","Rhinelander","WI","54501","ONEIDA","84.285714285714","08.428571428571","54.000000000000","13.500000000000","34.000000000000","13.600000000000","80.000000000000","20.000000000000","55.528571428571"
"520028","THE MONROE CLINIC","2005 5TH STREET","Monroe","WI","53566","GREEN","44.285714285714","04.428571428571","80.000000000000","20.000000000000","66.666666666667","26.666666666667","50.000000000000","12.500000000000","63.595238095238"
"520038","AURORA MEDICAL CTR WASHINGTON COUNTY","1032 E SUMNER ST","Hartford","WI","53027","WASHINGTON","82.857142857143","08.285714285714","55.000000000000","13.750000000000","70.000000000000","28.000000000000","30.000000000000","07.500000000000","57.535714285714"
"520070","MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL","1221 WHIPPLE ST","Eau Claire","WI","54703","EAU CLAIRE","77.142857142857","07.714285714286","53.000000000000","13.250000000000","54.285714285714","21.714285714286","00.000000000000","00.000000000000","42.678571428571"
"670005","MEMORIAL HERMANN SURGICAL HOSPITAL KINGWOOD","300 KINGWOOD MEDICAL DRIVE","Kingwood","TX","77339","HARRIS","70.000000000000","11.666666666667","95.000000000000","39.583333333333","Not Available","Not Available","00.000000000000","00.000000000000","51.250000000000"
"240132","UNITY HOSPITAL","550 OSBORNE ROAD","Fridley","MN","55432","ANOKA","82.857142857143","08.285714285714","27.000000000000","06.750000000000","41.666666666667","16.666666666667","50.000000000000","12.500000000000","44.202380952381"
"240101","ESSENTIA HEALTH ST MARYS - DETROIT LAKES","1027 WASHINGTON AVE","Detroit Lakes","MN","56501","BECKER","50.000000000000","05.000000000000","71.000000000000","17.750000000000","50.000000000000","20.000000000000","80.000000000000","20.000000000000","62.750000000000"
"240084","ESSENTIA HEALTH VIRGINIA","901 9TH STREET NORTH","Virginia","MN","55792","ST. LOUIS","28.571428571429","02.857142857143","33.000000000000","08.250000000000","80.000000000000","32.000000000000","40.000000000000","10.000000000000","53.107142857143"
"490118","HENRICO DOCTORS' HOSPITAL","1602 SKIPWITH ROAD","Richmond","VA","23229","HENRICO","91.428571428571","09.142857142857","34.000000000000","08.500000000000","45.714285714286","18.285714285714","10.000000000000","02.500000000000","38.428571428571"
"490126","LEWISGALE HOSPITAL ALLEGHANY","ONE ARH LANE - PO BOX 7","Low Moor ","VA","24457","ALLEGHANY","100.000000000000","10.000000000000","48.000000000000","12.000000000000","62.500000000000","25.000000000000","50.000000000000","12.500000000000","59.500000000000"
"500016","CENTRAL WASHINGTON HOSPITAL","1201 SOUTH MILLER STREET","Wenatchee","WA","98807","CHELAN","35.714285714286","03.571428571429","44.000000000000","11.000000000000","57.142857142857","22.857142857143","60.000000000000","15.000000000000","52.428571428571"
"500088","VALLEY MEDICAL CENTER","400 S 43RD ST","Renton","WA","98055","KING","70.000000000000","07.000000000000","28.000000000000","07.000000000000","30.000000000000","12.000000000000","40.000000000000","10.000000000000","36.000000000000"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","Tacoma","WA","98415","PIERCE","57.142857142857","05.714285714286","22.000000000000","05.500000000000","31.428571428571","12.571428571429","40.000000000000","10.000000000000","33.785714285714"
"520083","ST MARYS HOSPITAL","700 SOUTH PARK ST","Madison","WI","53715","DANE","58.571428571429","05.857142857143","66.000000000000","16.500000000000","45.714285714286","18.285714285714","30.000000000000","07.500000000000","48.142857142857"
"520097","ST MARYS HOSPITAL MEDICAL CTR","1726 SHAWANO AVE","Green Bay","WI","54303","BROWN","74.285714285714","07.428571428571","66.000000000000","16.500000000000","42.000000000000","16.800000000000","50.000000000000","12.500000000000","53.228571428571"
"520136","WHEATON FRANCISCAN ST JOSEPH","5000 W CHAMBERS ST","Milwaukee","WI","53210","MILWAUKEE","50.000000000000","05.000000000000","26.000000000000","06.500000000000","21.428571428571","08.571428571429","20.000000000000","05.000000000000","25.071428571429"
"530032","EVANSTON REGIONAL HOSPITAL","190 ARROWHEAD DR","Evanston","WY","82930","UINTA","48.571428571429","04.857142857143","45.000000000000","11.250000000000","50.000000000000","20.000000000000","00.000000000000","00.000000000000","36.107142857143"
"150002","METHODIST HOSPITALS INC","600 GRANT ST","Gary","IN","46402","LAKE","62.857142857143","06.285714285714","52.000000000000","13.000000000000","60.000000000000","24.000000000000","00.000000000000","00.000000000000","43.285714285714"
"030014","JOHN C. LINCOLN MEDICAL CENTER","250 EAST DUNLAP AVENUE","Scottsdale","AZ","85258","MARICOPA","71.428571428571","07.142857142857","35.000000000000","08.750000000000","27.142857142857","10.857142857143","10.000000000000","02.500000000000","29.250000000000"
"370211","INTEGRIS CANADIAN VALLEY  HOSPITAL","1201 HEALTH CENTER PARKWAY","Yukon","OK","73099","CANADIAN","40.000000000000","04.000000000000","46.000000000000","11.500000000000","35.000000000000","14.000000000000","00.000000000000","00.000000000000","29.500000000000"
"110028","UNIVERSITY HOSPITAL","1350 WALTON WAY","Augusta","GA","30901","RICHMOND","78.571428571429","07.857142857143","28.000000000000","07.000000000000","30.000000000000","12.000000000000","00.000000000000","00.000000000000","26.857142857143"
"110036","MEMORIAL HEALTH UNIV MED CEN, INC","4700 WATERS AVENUE","Savannah","GA","31403","CHATHAM","51.428571428571","05.142857142857","14.000000000000","03.500000000000","30.000000000000","12.000000000000","10.000000000000","02.500000000000","23.142857142857"
"110074","ATHENS REGIONAL MEDICAL CENTER","1199 PRINCE AVENUE","Athens","GA","30606","CLARKE","28.571428571429","02.857142857143","26.000000000000","06.500000000000","51.428571428571","20.571428571429","30.000000000000","07.500000000000","37.428571428571"
"110079","GRADY MEMORIAL HOSPITAL","80 JESSE HILL, JR DRIVE SE","Atlanta","GA","30303","FULTON","64.285714285714","06.428571428571","24.000000000000","06.000000000000","34.285714285714","13.714285714286","10.000000000000","02.500000000000","28.642857142857"
"110125","FAIRVIEW PARK HOSPITAL","200 INDUSTRIAL BOULEVARD","Dublin","GA","31021","LAURENS","84.285714285714","08.428571428571","36.000000000000","09.000000000000","51.428571428571","20.571428571429","40.000000000000","10.000000000000","48.000000000000"
"110135","TAYLOR REGIONAL HOSPITAL","222 PERRY HWY","Hawkinsville","GA","31036","PULASKI","35.714285714286","03.571428571429","36.000000000000","09.000000000000","65.000000000000","26.000000000000","00.000000000000","00.000000000000","38.571428571429"
"110165","SOUTHERN REGIONAL MEDICAL CENTER","11 UPPER RIVERDALE ROAD, SW","Riverdale","GA","30274","CLAYTON","42.857142857143","04.285714285714","11.000000000000","02.750000000000","24.285714285714","09.714285714286","00.000000000000","00.000000000000","16.750000000000"
"190245","MONROE SURGICAL HOSPITAL","2408 BROADMOOR BLVD","Monroe","LA","71201","OUACHITA","83.333333333333","11.111111111111","Not Available","Not Available","70.000000000000","37.333333333333","00.000000000000","00.000000000000","48.444444444444"
"170187","SALINA SURGICAL HOSPITAL","401 SOUTH SANTA FE AVENUE","Salina","KS","67401","SALINE","70.000000000000","11.666666666667","87.000000000000","36.250000000000","Not Available","Not Available","60.000000000000","25.000000000000","72.916666666667"
"420098","WACCAMAW COMMUNITY HOSPITAL","4070 HIGHWAY 17 BYPASS","Murrells Inlet","SC","29576","GEORGETOWN","35.714285714286","03.571428571429","52.000000000000","13.000000000000","60.000000000000","24.000000000000","00.000000000000","00.000000000000","40.571428571429"
"490122","INOVA MOUNT VERNON HOSPITAL","2501 PARKERS LANE","Alexandria","VA","22306","FAIRFAX","68.571428571429","06.857142857143","41.000000000000","10.250000000000","50.000000000000","20.000000000000","30.000000000000","07.500000000000","44.607142857143"
"100179","MEMORIAL HOSPITAL JACKSONVILLE","3625 UNIVERSITY BLVD S","Jacksonville","FL","32216","DUVAL","70.000000000000","07.000000000000","19.000000000000","04.750000000000","47.142857142857","18.857142857143","10.000000000000","02.500000000000","33.107142857143"
"100181","LARKIN COMMUNITY HOSPITAL","7031 SW 62ND AVE","South Miami","FL","33143","DADE","65.714285714286","06.571428571429","61.000000000000","15.250000000000","80.000000000000","32.000000000000","00.000000000000","00.000000000000","53.821428571429"
"100183","CORAL GABLES HOSPITAL","3100 DOUGLAS RD","Coral Gables","FL","33134","DADE","40.000000000000","04.000000000000","28.000000000000","07.000000000000","58.333333333333","23.333333333333","00.000000000000","00.000000000000","34.333333333333"
"100187","PALMETTO GENERAL HOSPITAL","2001 W 68TH ST","Hialeah","FL","33016","DADE","72.857142857143","07.285714285714","15.000000000000","03.750000000000","70.000000000000","28.000000000000","00.000000000000","00.000000000000","39.035714285714"
"100226","ORANGE PARK MEDICAL CENTER","2001 KINGSLEY AVE","Orange Park","FL","32073","CLAY","100.000000000000","10.000000000000","29.000000000000","07.250000000000","75.714285714286","30.285714285714","00.000000000000","00.000000000000","47.535714285714"
"100238","NORTHSIDE HOSPITAL","6000 49TH ST N","Saint Petersburg","FL","33709","PINELLAS","84.285714285714","08.428571428571","14.000000000000","03.500000000000","67.142857142857","26.857142857143","00.000000000000","00.000000000000","38.785714285714"
"100249","SEVEN RIVERS REGIONAL MEDICAL CENTER","6201 N SUNCOAST BLVD","Crystal River","FL","34428","CITRUS","62.857142857143","06.285714285714","11.000000000000","02.750000000000","32.857142857143","13.142857142857","00.000000000000","00.000000000000","22.178571428571"
"100266","GULF BREEZE HOSPITAL","1110 GULF BREEZE PKWY","Gulf Breeze","FL","32561","SANTA ROSA","80.000000000000","08.000000000000","80.000000000000","20.000000000000","74.000000000000","29.600000000000","00.000000000000","00.000000000000","57.600000000000"
"110005","NORTHSIDE HOSPITAL FORSYTH","1200 NORTHSIDE FORSYTH DRIVE","Cumming","GA","30041","FORSYTH","91.428571428571","09.142857142857","48.000000000000","12.000000000000","57.142857142857","22.857142857143","00.000000000000","00.000000000000","44.000000000000"
"110006","ST MARY'S HOSPITAL","1230 BAXTER STREET","Athens","GA","30606","CLARKE","22.857142857143","02.285714285714","47.000000000000","11.750000000000","60.000000000000","24.000000000000","00.000000000000","00.000000000000","38.035714285714"
"110198","WELLSTAR NORTH FULTON HOSPITAL","3000 HOSPITAL BOULEVARD","Roswell","GA","30076","FULTON","38.571428571429","03.857142857143","17.000000000000","04.250000000000","55.000000000000","22.000000000000","00.000000000000","00.000000000000","30.107142857143"
"130014","WEST VALLEY MEDICAL CENTER","1717 ARLINGTON STREET","Caldwell","ID","83605","CANYON","68.571428571429","06.857142857143","39.000000000000","09.750000000000","53.333333333333","21.333333333333","30.000000000000","07.500000000000","45.440476190476"
"130025","MADISON MEMORIAL HOSPITAL","450 EAST MAIN STREET","Rexburg","ID","83440","MADISON","72.857142857143","07.285714285714","28.000000000000","07.000000000000","00.000000000000","00.000000000000","10.000000000000","02.500000000000","16.785714285714"
"140007","PRESENCE SAINT JOSEPH MEDICAL CENTER","333 N MADISON","Joliet","IL","60435","WILL","64.285714285714","06.428571428571","25.000000000000","06.250000000000","71.428571428571","28.571428571429","00.000000000000","00.000000000000","41.250000000000"
"140052","OSF SAINT ANTHONY'S HEALTH CENTER","ST ANTHONY'S WAY","Alton","IL","62002","MADISON","100.000000000000","10.000000000000","61.000000000000","15.250000000000","66.666666666667","26.666666666667","30.000000000000","07.500000000000","59.416666666667"
"140064","ST MARY MEDICAL CENTER","3333 NORTH SEMINARY","Galesburg","IL","61401","KNOX","71.428571428571","07.142857142857","53.000000000000","13.250000000000","56.000000000000","22.400000000000","00.000000000000","00.000000000000","42.792857142857"
"140089","MC DONOUGH DISTRICT HOSPITAL","525 EAST GRANT STREET","Macomb","IL","61455","MCDONOUGH","52.857142857143","05.285714285714","43.000000000000","10.750000000000","40.000000000000","16.000000000000","40.000000000000","10.000000000000","42.035714285714"
"140114","SWEDISH COVENANT HOSPITAL","5145 N CALIFORNIA AVE","Chicago","IL","60625","COOK","58.571428571429","05.857142857143","18.000000000000","04.500000000000","57.142857142857","22.857142857143","10.000000000000","02.500000000000","35.714285714286"
"140119","RUSH UNIVERSITY MEDICAL CENTER","1653 WEST CONGRESS PARKWAY","Chicago","IL","60612","COOK","67.142857142857","06.714285714286","52.000000000000","13.000000000000","75.714285714286","30.285714285714","00.000000000000","00.000000000000","50.000000000000"
"140145","ST JOSEPHS HOSPITAL","9515 HOLY CROSS LN","Breese","IL","62230","CLINTON","100.000000000000","10.000000000000","99.000000000000","24.750000000000","83.333333333333","33.333333333333","40.000000000000","10.000000000000","78.083333333333"
"150064","FAYETTE REGIONAL HEALTH SYSTEM","1941 VIRGINIA AVE","Connersville","IN","47331","FAYETTE","98.333333333333","09.833333333333","69.000000000000","17.250000000000","36.666666666667","14.666666666667","00.000000000000","00.000000000000","41.750000000000"
"150069","KING'S DAUGHTERS' HEALTH","1373 EAST SR 62","Madison","IN","47250","JEFFERSON","45.714285714286","04.571428571429","77.000000000000","19.250000000000","46.000000000000","18.400000000000","10.000000000000","02.500000000000","44.721428571429"
"150075","BLUFFTON REGIONAL MEDICAL CENTER","303 S MAIN ST","Bluffton","IN","46714","WELLS","100.000000000000","10.000000000000","54.000000000000","13.500000000000","36.666666666667","14.666666666667","40.000000000000","10.000000000000","48.166666666667"
"150100","ST MARY'S MEDICAL CENTER","3700 WASHINGTON AVE","Evansville","IN","47750","VANDERBURGH","30.000000000000","03.000000000000","37.000000000000","09.250000000000","30.000000000000","12.000000000000","00.000000000000","00.000000000000","24.250000000000"
"150104","WITHAM HEALTH SERVICES","2605 N LEBANON ST","Lebanon","IN","46052","BOONE","35.714285714286","03.571428571429","59.000000000000","14.750000000000","70.000000000000","28.000000000000","00.000000000000","00.000000000000","46.321428571429"
"150109","FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","Lafayette","IN","47905","TIPPECANOE","28.571428571429","02.857142857143","46.000000000000","11.500000000000","40.000000000000","16.000000000000","00.000000000000","00.000000000000","30.357142857143"
"160008","KEOKUK AREA HOSPITAL","1600 MORGAN STREET","Keokuk","IA","52632","LEE","51.428571428571","05.142857142857","34.000000000000","08.500000000000","26.666666666667","10.666666666667","40.000000000000","10.000000000000","34.309523809524"
"160024","IOWA LUTHERAN HOSPITAL","700 EAST UNIVERSITY AVENUE","Des Moines","IA","50316","POLK","32.857142857143","03.285714285714","40.000000000000","10.000000000000","55.714285714286","22.285714285714","40.000000000000","10.000000000000","45.571428571429"
"160030","MARY GREELEY MEDICAL CENTER","1111 DUFF AVENUE","Ames","IA","50010","STORY","85.714285714286","08.571428571429","46.000000000000","11.500000000000","41.666666666667","16.666666666667","30.000000000000","07.500000000000","44.238095238095"
"040010","MERCY HOSPITAL NORTHWEST ARKANSAS","2710 SOUTH RIFE MEDICAL LANE","Rogers","AR","72758","BENTON","52.857142857143","05.285714285714","30.000000000000","07.500000000000","48.571428571429","19.428571428571","10.000000000000","02.500000000000","34.714285714286"
"040011","CHAMBERS MEMORIAL HOSPITAL","719 DETROIT STREET","Danville","AR","72833","YELL","Not Available","Not Available","28.000000000000","07.777777777778","53.333333333333","23.703703703704","70.000000000000","19.444444444444","50.925925925926"
"040014","WHITE COUNTY MEDICAL CENTER","3214 EAST RACE AVENUE","Searcy","AR","72143","WHITE","81.428571428571","08.142857142857","58.000000000000","14.500000000000","61.428571428571","24.571428571429","10.000000000000","02.500000000000","49.714285714286"
"040026","CHI ST. VINCENT HOSPITAL HOT SPRINGS","300 WERNER STREET","Hot Springs","AR","71903","GARLAND","52.857142857143","05.285714285714","25.000000000000","06.250000000000","31.428571428571","12.571428571429","20.000000000000","05.000000000000","29.107142857143"
"040084","SALINE MEMORIAL HOSPITAL","#1 MEDICAL PARK DRIVE","Benton","AR","72015","SALINE","47.142857142857","04.714285714286","22.000000000000","05.500000000000","74.285714285714","29.714285714286","10.000000000000","02.500000000000","42.428571428571"
"040085","HELENA REGIONAL MEDICAL CENTER","1801 MARTIN LUTHER KING JR DRIVE","Helena","AR","72342","PHILLIPS","80.000000000000","08.000000000000","33.000000000000","08.250000000000","40.000000000000","16.000000000000","100.000000000000","25.000000000000","57.250000000000"
"040088","MEDICAL CENTER SOUTH ARKANSAS","700 WEST GROVE STREET","El Dorado","AR","71731","UNION","60.000000000000","06.000000000000","28.000000000000","07.000000000000","38.571428571429","15.428571428571","00.000000000000","00.000000000000","28.428571428571"
"040114","BAPTIST HEALTH MEDICAL CENTER-LITTLE ROCK","9601 INTERSTATE 630, EXIT 7","Little Rock","AR","72205","PULASKI","80.000000000000","08.000000000000","37.000000000000","09.250000000000","32.857142857143","13.142857142857","10.000000000000","02.500000000000","32.892857142857"
"050014","SUTTER AMADOR HOSPITAL","200 MISSION BLVD","Jackson","CA","95642","AMADOR","80.000000000000","08.000000000000","32.000000000000","08.000000000000","46.000000000000","18.400000000000","50.000000000000","12.500000000000","46.900000000000"
"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","Riverside","CA","92501","RIVERSIDE","78.571428571429","07.857142857143","07.000000000000","01.750000000000","44.285714285714","17.714285714286","00.000000000000","00.000000000000","27.321428571429"
"140181","SOUTH SHORE HOSPITAL","8012 SOUTH CRANDON AVENUE","Chicago","IL","60617","COOK","63.333333333333","06.333333333333","25.000000000000","06.250000000000","50.000000000000","20.000000000000","00.000000000000","00.000000000000","32.583333333333"
"140191","INGALLS MEMORIAL HOSPITAL","ONE INGALLS DRIVE","Harvey","IL","60426","COOK","74.285714285714","07.428571428571","25.000000000000","06.250000000000","75.714285714286","30.285714285714","00.000000000000","00.000000000000","43.964285714286"
"150021","PARKVIEW REGIONAL MEDICAL CENTER","11109 PARKVIEW PLAZA DRIVE","Fort Wayne","IN","46845","ALLEN","60.000000000000","06.000000000000","58.000000000000","14.500000000000","32.857142857143","13.142857142857","00.000000000000","00.000000000000","33.642857142857"
"150023","UNION HOSPITAL INC","1606 N SEVENTH ST","Terre Haute","IN","47804","VIGO","54.285714285714","05.428571428571","46.000000000000","11.500000000000","60.000000000000","24.000000000000","00.000000000000","00.000000000000","40.928571428571"
"010038","STRINGFELLOW MEMORIAL HOSPITAL","301 EAST 18TH ST","Anniston","AL","36207","CALHOUN","47.142857142857","04.714285714286","43.000000000000","10.750000000000","70.000000000000","28.000000000000","20.000000000000","05.000000000000","48.464285714286"
"010055","FLOWERS HOSPITAL","4370 WEST MAIN STREET","Dothan","AL","36302","HOUSTON","97.142857142857","09.714285714286","54.000000000000","13.500000000000","35.714285714286","14.285714285714","00.000000000000","00.000000000000","37.500000000000"
"010059","LAWRENCE MEDICAL CENTER","202 HOSPITAL STREET","Moulton","AL","35650","LAWRENCE","Not Available","Not Available","47.000000000000","13.055555555556","43.333333333333","19.259259259259","50.000000000000","13.888888888889","46.203703703704"
"010078","NORTHEAST ALABAMA REGIONAL MED CENTER","400 EAST 10TH STREET","Anniston","AL","36207","CALHOUN","24.285714285714","02.428571428571","24.000000000000","06.000000000000","31.428571428571","12.571428571429","10.000000000000","02.500000000000","23.500000000000"
"010108","PRATTVILLE BAPTIST HOSPITAL","124 S MEMORIAL DR","Prattville","AL","36067","AUTAUGA","64.000000000000","06.400000000000","59.000000000000","14.750000000000","62.500000000000","25.000000000000","40.000000000000","10.000000000000","56.150000000000"
"010112","BRYAN W. WHITFIELD MEMORIAL HOSPITAL","105 HIGHWAY 80 EAST","Demopolis","AL","36732","MARENGO","31.666666666667","03.166666666667","41.000000000000","10.250000000000","40.000000000000","16.000000000000","20.000000000000","05.000000000000","34.416666666667"
"010113","MOBILE INFIRMARY MEDICAL CENTER","5 MOBILE INFIRMARY CIRCLE","Mobile","AL","36607","MOBILE","58.571428571429","05.857142857143","47.000000000000","11.750000000000","30.000000000000","12.000000000000","10.000000000000","02.500000000000","32.107142857143"
"030006","TUCSON MEDICAL CENTER","5301 EAST GRANT ROAD","Tucson","AZ","85712","PIMA","65.714285714286","06.571428571429","24.000000000000","06.000000000000","41.428571428571","16.571428571429","00.000000000000","00.000000000000","29.142857142857"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","Prescott","AZ","86301","YAVAPAI","85.714285714286","08.571428571429","47.000000000000","11.750000000000","58.571428571429","23.428571428571","10.000000000000","02.500000000000","46.250000000000"
"030055","KINGMAN REGIONAL MEDICAL CENTER","3269 STOCKTON HILL ROAD","Kingman","AZ","86409","MOHAVE","35.714285714286","03.571428571429","25.000000000000","06.250000000000","32.857142857143","13.142857142857","50.000000000000","12.500000000000","35.464285714286"
"030065","BANNER DESERT MEDICAL CENTER","1400 SOUTH  DOBSON ROAD","Mesa","AZ","85202","MARICOPA","58.571428571429","05.857142857143","26.000000000000","06.500000000000","60.000000000000","24.000000000000","10.000000000000","02.500000000000","38.857142857143"
