Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,Preventive Condition/Procedure Score
"320033","LOS ALAMOS MEDICAL CENTER","3917 WEST ROAD","Los Alamos","NM","87544","LOS ALAMOS","0.98418","9 out of 10","9 out of 9","9 out of 10","9"
"140180","PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER","2233 W DIVISION ST","Chicago","IL","60622","COOK","0.97180","8 out of 10","6 out of 9","8 out of 10","8"
"450130","NIX HEALTH CARE SYSTEM","414 NAVARRO, SUITE 600","San Antonio","TX","78205","BEXAR","0.97712","8 out of 10","8 out of 9","8 out of 10","8"
"450788","CORPUS CHRISTI MEDICAL CENTER,THE","7101 S PADRE ISLAND DR","Corpus Christi","TX","78412","NUECES","0.99431","10 out of 10","9 out of 9","10 out of 10","10"
"500051","OVERLAKE HOSPITAL MEDICAL CENTER","1035-116TH AVE NE","Bellevue","WA","98004","KING","0.99613","10 out of 10","9 out of 9","10 out of 10","10"
"490110","LEWISGALE HOSPITAL MONTGOMERY","3700 SOUTH MAIN STREET","Blacksburg","VA","24060","MONTGOMERY","0.99773","10 out of 10","9 out of 9","10 out of 10","10"
"490038","SMYTH COUNTY COMMUNITY HOSPITAL","245 MEDICAL PARK DRIVE","Marion","VA","24354","SMYTH","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"520204","WHEATON FRANCISCAN HEALTHCARE FRANKLIN","10101 SOUTH 27TH ST","Franklin","WI","53132","MILWAUKEE","0.90722","1 out of 10","0 out of 9","1 out of 10","1"
"140084","VISTA MEDICAL CENTER EAST","1324 NORTH SHERIDAN ROAD","Waukegan","IL","60085","LAKE","0.98601","9 out of 10","0 out of 9","9 out of 10","9"
"050488","EDEN MEDICAL CENTER","20103 LAKE CHABOT ROAD","Castro Valley","CA","94546","ALAMEDA","0.96800","7 out of 10","9 out of 9","9 out of 10","9"
"050324","SCRIPPS MEMORIAL HOSPITAL LA JOLLA","9888 GENESEE AVENUE","La Jolla","CA","92037","SAN DIEGO","0.99414","10 out of 10","9 out of 9","10 out of 10","10"
"190167","MERCY REGIONAL MEDICAL CENTER","800 E MAIN","Ville Platte","LA","70586","EVANGELINE","0.98834","9 out of 10","9 out of 9","9 out of 10","9"
"190026","RAPIDES REGIONAL MEDICAL CENTER","211 4TH STREET","Alexandria","LA","71301","RAPIDES","0.99832","10 out of 10","9 out of 9","10 out of 10","10"
"380002","ASANTE THREE RIVERS MEDICAL CENTER","500 SW RAMSEY AVENUE","Grants Pass","OR","97527","JOSEPHINE","0.98482","9 out of 10","9 out of 9","9 out of 10","9"
"370192","NORTHWEST SURGICAL HOSPITAL","9204 NORTH MAY AVENUE","Oklahoma City","OK","73120","OKLAHOMA","0.95420","6 out of 10","8 out of 9","8 out of 10","8"
"150101","PARKVIEW WHITLEY HOSPITAL","1260 E SR 205","Columbia City","IN","46725","WHITLEY","0.99559","10 out of 10","9 out of 9","10 out of 10","10"
"180101","GEORGETOWN COMMUNITY HOSPITAL","1140 LEXINGTON ROAD","Georgetown","KY","40324","SCOTT","0.97794","8 out of 10","7 out of 9","8 out of 10","8"
"530011","MEMORIAL HOSPITAL SWEETWATER COUNTY","1200 COLLEGE DRIVE","Rock Springs","WY","82901","SWEETWATER","0.91176","1 out of 10","7 out of 9","7 out of 10","7"
"030103","MAYO CLINIC HOSPITAL","5777 EAST MAYO BOULEVARD","Phoenix","AZ","85054","MARICOPA","0.94993","5 out of 10","0 out of 9","5 out of 10","5"
"490077","MARTHA JEFFERSON HOSPITAL","500 MARTHA JEFFERSON DRIVE","Charlottesville","VA","22911","ALBEMARLE","0.92531","3 out of 10","7 out of 9","7 out of 10","7"
"530012","WYOMING MEDICAL CENTER","1233 EAST 2ND ST","Casper","WY","82601","NATRONA","0.92237","2 out of 10","3 out of 9","3 out of 10","3"
"260052","MERCY HOSPITAL WASHINGTON","901 EAST 5TH STREET","Washington","MO","63090","FRANKLIN","0.98431","9 out of 10","8 out of 9","9 out of 10","9"
"360148","POMERENE HOSPITAL","981 WOOSTER ROAD","Millersburg","OH","44654","HOLMES","0.98565","9 out of 10","9 out of 9","9 out of 10","9"
"520037","MINISTRY SAINT JOSEPHS HOSPITAL","611 ST JOSEPH AVE","Marshfield","WI","54449","WOOD","0.97308","8 out of 10","2 out of 9","8 out of 10","8"
"330128","ELMHURST HOSPITAL CENTER","79-01 BROADWAY","Elmhurst","NY","11373","QUEENS","0.91832","2 out of 10","4 out of 9","4 out of 10","4"
"340144","DAVIS REGIONAL MEDICAL CENTER","218 OLD MOCKSBVILLE RD PO BOX 1823","Statesville","NC","28625","IREDELL","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"250117","HIGHLAND COMMUNITY  HOSPITAL","130 HIGHLAND PKWY","Picayune","MS","39466","PEARL RIVER","0.93333","3 out of 10","6 out of 9","6 out of 10","6"
"380020","MCKENZIE-WILLAMETTE MEDICAL CENTER","1460 G STREET","Springfield","OR","97477","LANE","0.99826","10 out of 10","9 out of 9","10 out of 10","10"
"050127","WOODLAND MEMORIAL HOSPITAL","1325 COTTONWOOD STREET","Woodland","CA","95695","YOLO","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"100316","PALM BAY HOSPITAL","1425 MALABAR RD, NE","Palm Bay","FL","32907","BREVARD","0.99463","10 out of 10","9 out of 9","10 out of 10","10"
"140029","COPLEY MEMORIAL HOSPITAL","2000 OGDEN AVENUE","Aurora","IL","60504","KANE","0.95551","6 out of 10","8 out of 9","8 out of 10","8"
"390138","WAYNESBORO HOSPITAL","501 EAST MAIN ST","Waynesboro","PA","17268","FRANKLIN","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"670053","ST LUKE'S SUGAR LAND HOSPITAL","1317 LAKE POINTE PARKWAY","Sugar Land","TX","77478","FORT BEND","0.92698","3 out of 10","5 out of 9","5 out of 10","5"
"490140","STAFFORD HOSPITAL, LLC","101 HOSPITAL CENTER BOULEVARD","Stafford","VA","22554","STAFFORD","0.94266","4 out of 10","7 out of 9","7 out of 10","7"
"100050","LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS","1475 W 49TH ST","Hialeah","FL","33012","DADE","0.99335","10 out of 10","9 out of 9","10 out of 10","10"
"330006","ST JOSEPH'S MEDICAL CENTER","127 SOUTH BROADWAY","Yonkers","NY","10701","WESTCHESTER","0.96466","7 out of 10","5 out of 9","7 out of 10","7"
"220019","HARRINGTON MEMORIAL HOSPITAL-1","100 SOUTH STREET","Southbridge","MA","01550","WORCESTER","0.88660","0 out of 10","0 out of 9","0 out of 10","0"
"190116","MOREHOUSE GENERAL HOSPITAL","323 W WALNUT","Bastrop","LA","71220","MOREHOUSE","0.84685","0 out of 10","6 out of 9","6 out of 10","6"
"220135","FALMOUTH HOSPITAL","67 & 100 TER HEUN DRIVE","Falmouth","MA","02540","BARNSTABLE","0.91714","2 out of 10","4 out of 9","4 out of 10","4"
"310008","HOLY NAME MEDICAL CENTER","718 TEANECK RD","Teaneck","NJ","07666","BERGEN","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"140049","WEST SUBURBAN MEDICAL CENTER","3 ERIE COURT","Oak Park","IL","60302","COOK","0.98428","9 out of 10","9 out of 9","9 out of 10","9"
"450451","GLEN ROSE MEDICAL CENTER","1021 HOLDEN STREET","Glen Rose","TX","76043","SOMERVELL","0.90000","0 out of 10","2 out of 9","2 out of 10","2"
"150046","TERRE HAUTE REGIONAL HOSPITAL","3901 S SEVENTH ST","Terre Haute","IN","47802","VIGO","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"260009","BOTHWELL REGIONAL HEALTH CENTER","601 E 14TH ST","Sedalia","MO","65301","PETTIS","0.98190","9 out of 10","9 out of 9","9 out of 10","9"
"270003","ST PETER'S HOSPITAL","2475 BROADWAY","Helena","MT","59601","LEWIS AND CLARK","0.97240","8 out of 10","6 out of 9","8 out of 10","8"
"010083","SOUTH BALDWIN REGIONAL MEDICAL CENTER","1613 NORTH MCKENZIE STREET","Foley","AL","36535","BALDWIN","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"150047","ST JOSEPH HOSPITAL","700 BROADWAY","Fort Wayne","IN","46802","ALLEN","0.99279","10 out of 10","9 out of 9","10 out of 10","10"
"230110","SPECTRUM HEALTH LUDINGTON HOSPITAL","ONE N ATKINSON DRIVE","Ludington","MI","49431","MASON","0.98712","9 out of 10","9 out of 9","9 out of 10","9"
"330401","ST CATHERINE OF SIENA HOSPITAL","50 ROUTE 25A","Smithtown","NY","11787","SUFFOLK","0.93554","4 out of 10","4 out of 9","4 out of 10","4"
"360230","HILLCREST HOSPITAL","6780 MAYFIELD ROAD","Mayfield Heights","OH","44124","CUYAHOGA","0.97578","8 out of 10","7 out of 9","8 out of 10","8"
"440102","LINCOLN MEDICAL CENTER","106 MEDICAL CENTER BLVD","Fayetteville","TN","37334","LINCOLN","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"230193","MCLAREN LAPEER REGION","1375 N MAIN ST","Lapeer","MI","48446","LAPEER","0.97373","8 out of 10","8 out of 9","8 out of 10","8"
"170150","SOUTH CENTRAL KS  MED CENTER","6401 PATTERSON PARKWAY","Arkansas City","KS","67005","COWLEY","0.96911","7 out of 10","1 out of 9","7 out of 10","7"
"030121","MOUNTAIN VISTA MEDICAL CENTER, LP","1301 SOUTH CRISMON ROAD","Mesa","AZ","85209","MARICOPA","0.96935","7 out of 10","2 out of 9","7 out of 10","7"
"520096","WHEATON FRANCISCAN HEALTHCARE ALL SAINTS","3801 SPRING ST","Racine","WI","53405","RACINE","0.93223","3 out of 10","6 out of 9","6 out of 10","6"
"180048","EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER","217 SOUTH THIRD STREET","Danville","KY","40422","BOYLE","0.97183","8 out of 10","0 out of 9","8 out of 10","8"
"440050","TAKOMA REGIONAL HOSPITAL","401 TAKOMA AVE","Greeneville","TN","37743","GREENE","0.99638","10 out of 10","9 out of 9","10 out of 10","10"
"150051","INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL","601 W SECOND ST","Bloomington","IN","47403","MONROE","0.97426","8 out of 10","6 out of 9","8 out of 10","8"
"100044","MARTIN MEDICAL CENTER","200 SE HOSPITAL AVE","Stuart","FL","34994","MARTIN","0.97201","8 out of 10","7 out of 9","8 out of 10","8"
"240084","ESSENTIA HEALTH VIRGINIA","901 9TH STREET NORTH","Virginia","MN","55792","ST. LOUIS","0.90310","0 out of 10","0 out of 9","0 out of 10","0"
"330201","KINGSBROOK JEWISH MEDICAL CENTER","585 SCHENECTADY AVENUE","Brooklyn","NY","11203","KINGS","0.83422","0 out of 10","0 out of 9","0 out of 10","0"
"360029","WOOD COUNTY HOSPITAL","950 WEST WOOSTER STREET","Bowling Green","OH","43402","WOOD","0.96375","7 out of 10","5 out of 9","7 out of 10","7"
"190027","CHRISTUS ST PATRICK HOSPITAL","524 DR MICHAEL DEBAKEY STREET","Lake Charles","LA","70601","CALCASIEU","0.91281","1 out of 10","6 out of 9","6 out of 10","6"
"360360","SOIN MEDICAL CENTER","3535 PENTAGON PARK BLVD","Beaver Creek","OH","45431","GREENE","0.99426","10 out of 10","9 out of 9","10 out of 10","10"
"340173","WAKEMED, CARY HOSPITAL","1900 KILDARE FARM ROAD","Cary","NC","27518","WAKE","0.93267","3 out of 10","0 out of 9","3 out of 10","3"
"460017","BRIGHAM CITY COMMUNITY HOSPITAL","950 SOUTH MEDICAL DRIVE","Brigham City","UT","84302","BOX ELDER","0.98824","9 out of 10","9 out of 9","9 out of 10","9"
"190263","HEART HOSPITAL OF LAFAYETTE","1105 KALISTE SALOOM ROAD","Lafayette","LA","70508","LAFAYETTE","0.90159","0 out of 10","0 out of 9","0 out of 10","0"
"330086","MONTEFIORE MOUNT VERNON HOSPITAL","12 NORTH 7TH AVENUE","Mount Vernon","NY","10550","WESTCHESTER","0.74172","0 out of 10","3 out of 9","3 out of 10","3"
"450221","MEMORIAL HOSPITAL","224 E SECOND STREET","Dumas","TX","79029","MOORE","0.94470","5 out of 10","7 out of 9","7 out of 10","7"
"340133","MARTIN GENERAL HOSPITAL","310 S MCCASKEY RD P O BOX 1128","Williamston","NC","27892","MARTIN","0.99620","10 out of 10","9 out of 9","10 out of 10","10"
"360003","UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC","234 GOODMAN STREET","Cincinnati","OH","45267","HAMILTON","0.95273","6 out of 10","9 out of 9","9 out of 10","9"
"360035","MOUNT CARMEL WEST","793 WEST STATE STREET","Columbus","OH","43222","FRANKLIN","0.91403","1 out of 10","1 out of 9","1 out of 10","1"
"330261","PHELPS MEMORIAL HOSPITAL ASSN","701 NORTH BROADWAY","Sleepy Hollow","NY","10591","WESTCHESTER","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"140064","ST MARY MEDICAL CENTER","3333 NORTH SEMINARY","Galesburg","IL","61401","KNOX","0.98361","9 out of 10","9 out of 9","9 out of 10","9"
"360276","ST ELIZABETH BOARDMAN HEALTH CENTER","8401 MARKET STREET","Boardman","OH","44512","MAHONING","0.96860","7 out of 10","6 out of 9","7 out of 10","7"
"010164","COOSA VALLEY MEDICAL CENTER","315 W HICKORY ST","Sylacauga","AL","35150","TALLADEGA","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"390001","GEISINGER - COMMUNITY MEDICAL CENTER","1822 MULBERRY STREET","Scranton","PA","18510","LACKAWANNA","0.97350","8 out of 10","5 out of 9","8 out of 10","8"
"310118","MEADOWLANDS HOSPITAL MEDICAL CENTER","55 MEADOWLANDS PKWY","Secaucus","NJ","07094","HUDSON","0.92132","2 out of 10","7 out of 9","7 out of 10","7"
"450484","WOODLAND HEIGHTS MEDICAL CENTER","505 SOUTH JOHN REDDITT DRIVE","Lufkin","TX","75904","ANGELINA","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"050078","PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO","1300 W 7TH ST","San Pedro","CA","90732","LOS ANGELES","0.95547","6 out of 10","7 out of 9","7 out of 10","7"
"260105","SSM HEALTH SAINT LOUIS UNIVERSITY HOSPITAL","3635 VISTA AVE","Saint Louis","MO","63110","ST. LOUIS CITY","0.97760","8 out of 10","1 out of 9","8 out of 10","8"
"150023","UNION HOSPITAL INC","1606 N SEVENTH ST","Terre Haute","IN","47804","VIGO","0.94864","5 out of 10","7 out of 9","7 out of 10","7"
"450653","SCENIC MOUNTAIN MEDICAL CENTER","1601 W 11TH PLACE","Big Spring","TX","79720","HOWARD","0.98940","10 out of 10","9 out of 9","10 out of 10","10"
"500129","TACOMA GENERAL ALLENMORE HOSPITAL","315 S MLK JR WAY","Tacoma","WA","98415","PIERCE","0.93811","4 out of 10","5 out of 9","5 out of 10","5"
"520083","ST MARYS HOSPITAL","700 SOUTH PARK ST","Madison","WI","53715","DANE","0.99396","10 out of 10","9 out of 9","10 out of 10","10"
"240088","RICE MEMORIAL HOSPITAL","301 BECKER AVE SW","Willmar","MN","56201","KANDIYOHI","0.91391","1 out of 10","1 out of 9","1 out of 10","1"
"100313","SACRED HEART HOSPITAL ON THE GULF","3801 E HWY 98","Port Saint Joe","FL","32456","GULF","0.98450","9 out of 10","5 out of 9","9 out of 10","9"
"180070","TWIN LAKES REGIONAL MEDICAL CENTER","910 WALLACE AVENUE","Leitchfield","KY","42754","GRAYSON","0.93385","4 out of 10","4 out of 9","4 out of 10","4"
"260183","SAINT FRANCIS MEDICAL CENTER","211 ST FRANCIS DR","Cape Girardeau","MO","63703","CAPE GIRARDEAU","0.83980","0 out of 10","0 out of 9","0 out of 10","0"
"150075","BLUFFTON REGIONAL MEDICAL CENTER","303 S MAIN ST","Bluffton","IN","46714","WELLS","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"110005","NORTHSIDE HOSPITAL FORSYTH","1200 NORTHSIDE FORSYTH DRIVE","Cumming","GA","30041","FORSYTH","0.98664","9 out of 10","7 out of 9","9 out of 10","9"
"450148","TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE","201 WALLS DRIVE","Cleburne","TX","76031","JOHNSON","0.99784","10 out of 10","9 out of 9","10 out of 10","10"
"520202","ST CLARES HOSPITAL OF WESTON","3400 MINISTRY PARKWAY","Weston","WI","54476","MARATHON","0.94845","5 out of 10","3 out of 9","5 out of 10","5"
"380001","MID-COLUMBIA MEDICAL CENTER","1700 E 19TH STREET","The Dalles","OR","97058","WASCO","0.92188","2 out of 10","3 out of 9","3 out of 10","3"
"500088","VALLEY MEDICAL CENTER","400 S 43RD ST","Renton","WA","98055","KING","0.90208","0 out of 10","6 out of 9","6 out of 10","6"
"450028","VHS BROWNSVILLE HOSPITAL COMPANY, LLC","1040 W JEFFERSON ST","Brownsville","TX","78520","CAMERON","0.92216","2 out of 10","5 out of 9","5 out of 10","5"
"450029","LAREDO MEDICAL CENTER","1700 EAST SAUNDERS","Laredo","TX","78044","WEBB","0.98394","9 out of 10","0 out of 9","9 out of 10","9"
"050112","SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL","1250 16TH STREET","Santa Monica","CA","90404","LOS ANGELES","0.90152","0 out of 10","6 out of 9","6 out of 10","6"
"030012","YAVAPAI REGIONAL MEDICAL CENTER","1003 WILLOW CREEK ROAD","Prescott","AZ","86301","YAVAPAI","0.94286","5 out of 10","6 out of 9","6 out of 10","6"
"670025","THE HEART HOSPITAL BAYLOR PLANO","1100 ALLIED DRIVE","Plano","TX","75093","COLLIN","0.99779","10 out of 10","0 out of 9","10 out of 10","10"
"450605","CARE REGIONAL MEDICAL CENTER","1711 W WHEELER AVENUE","Aransas Pass","TX","78336","SAN PATRICIO","0.42414","0 out of 10","0 out of 9","0 out of 10","0"
"390057","GRAND VIEW HOSPITAL","700 LAWN AVENUE","Sellersville","PA","18960","BUCKS","0.99086","10 out of 10","9 out of 9","10 out of 10","10"
"370097","SOUTHWESTERN MEDICAL CENTER","5602 SOUTHWEST LEE BOULEVARD","Lawton","OK","73505","COMANCHE","0.80756","0 out of 10","1 out of 9","1 out of 10","1"
"140191","INGALLS MEMORIAL HOSPITAL","ONE INGALLS DRIVE","Harvey","IL","60426","COOK","0.99814","10 out of 10","0 out of 9","10 out of 10","10"
"050523","SUTTER DELTA MEDICAL CENTER","3901 LONE TREE WAY","Antioch","CA","94509","CONTRA COSTA","0.96402","7 out of 10","8 out of 9","8 out of 10","8"
"320017","LOVELACE WOMEN'S HOSPITAL","4701 MONTGOMERY BOULEVARD NE","Albuquerque","NM","87109","BERNALILLO","0.99263","10 out of 10","9 out of 9","10 out of 10","10"
"150109","FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE EAST","1701 S CREASY LN","Lafayette","IN","47905","TIPPECANOE","0.96607","7 out of 10","0 out of 9","7 out of 10","7"
"450610","MEMORIAL HERMANN MEMORIAL CITY MEDICAL CENTER","921 GESSNER","Houston","TX","77024","HARRIS","0.97378","8 out of 10","8 out of 9","8 out of 10","8"
"110074","ATHENS REGIONAL MEDICAL CENTER","1199 PRINCE AVENUE","Athens","GA","30606","CLARKE","0.69368","0 out of 10","0 out of 9","0 out of 10","0"
"170187","SALINA SURGICAL HOSPITAL","401 SOUTH SANTA FE AVENUE","Salina","KS","67401","SALINE","0.98547","9 out of 10","7 out of 9","9 out of 10","9"
"040026","CHI ST. VINCENT HOSPITAL HOT SPRINGS","300 WERNER STREET","Hot Springs","AR","71903","GARLAND","0.96992","7 out of 10","8 out of 9","8 out of 10","8"
"390104","KANE COMMUNITY HOSPITAL","4372 ROUTE 6","Kane","PA","16735","MCKEAN","0.80623","0 out of 10","6 out of 9","6 out of 10","6"
"460023","AMERICAN FORK HOSPITAL","170 NORTH 1100 EAST","American Fork","UT","84003","UTAH","0.99506","10 out of 10","9 out of 9","10 out of 10","10"
"050709","DESERT VALLEY HOSPITAL","16850 BEAR VALLEY RD","Victorville","CA","92395","SAN BERNARDINO","0.98473","9 out of 10","7 out of 9","9 out of 10","9"
"390256","MILTON S HERSHEY MEDICAL CENTER","500 UNIVERSITY DRIVE","Hershey","PA","17033","DAUPHIN","0.98176","9 out of 10","6 out of 9","9 out of 10","9"
"310057","VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY","175 MADISON AVE","Mount Holly","NJ","08060","BURLINGTON","0.96629","7 out of 10","0 out of 9","7 out of 10","7"
"130066","NORTHWEST SPECIALTY HOSPITAL","1593 EAST POLSTON AVENUE","Post Falls","ID","83854","KOOTENAI","0.78320","0 out of 10","5 out of 9","5 out of 10","5"
"050641","EAST LOS ANGELES DOCTORS HOSPITAL","4060 WHITTIER BLVD","Los Angeles","CA","90023","LOS ANGELES","0.69262","0 out of 10","4 out of 9","4 out of 10","4"
"260040","COX MEDICAL CENTERS","3801 SOUTH NATIONAL AVENUE","Springfield","MO","65802","GREENE","0.95413","6 out of 10","6 out of 9","6 out of 10","6"
"150175","THE HEART HOSPITAL AT DEACONESS GATEWAY LLC","4007 GATEWAY BLVD","Newburgh","IN","47630","WARRICK","0.98701","9 out of 10","7 out of 9","9 out of 10","9"
"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","Riverside","CA","92501","RIVERSIDE","0.99286","10 out of 10","9 out of 9","10 out of 10","10"
"110041","HABERSHAM COUNTY MEDICAL CTR","541 HISTORIC HIGHWAY 441-NORTH","Demorest","GA","30535","HABERSHAM","0.97443","8 out of 10","9 out of 9","9 out of 10","9"
"150166","PINNACLE HOSPITAL","9301 CONNECTICUT DR","Crown Point","IN","46307","LAKE","0.72000","0 out of 10","0 out of 9","0 out of 10","0"
"390153","MAIN LINE HOSPITAL PAOLI","255 WEST LANCASTER AVENUE","Paoli","PA","19301","CHESTER","0.92899","3 out of 10","4 out of 9","4 out of 10","4"
"260085","ST JOSEPH MEDICAL CENTER","1000 CARONDELET DR","Kansas City","MO","64114","JACKSON","0.98479","9 out of 10","9 out of 9","9 out of 10","9"
"030030","ABRAZO CENTRAL CAMPUS","2000 WEST BETHANY HOME ROAD","Phoenix","AZ","85015","MARICOPA","0.91269","1 out of 10","0 out of 9","1 out of 10","1"
"420053","NEWBERRY COUNTY MEMORIAL HOSPITAL","2669 KINARD ST PO BOX 497","Newberry","SC","29108","NEWBERRY","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"340047","NORTH CAROLINA BAPTIST HOSPITAL","MEDICAL CENTER BOULEVARD","Winston-Salem","NC","27157","FORSYTH","0.93043","3 out of 10","3 out of 9","3 out of 10","3"
"160028","CHI HEALTH MERCY COUNCIL BLUFFS","800 MERCY DRIVE","Council Bluffs","IA","51503","POTTAWATTAMIE","0.98233","9 out of 10","7 out of 9","9 out of 10","9"
"520034","AURORA MEDICAL CTR MANITOWOC COUNTY","5000 MEMORIAL DRIVE","Two Rivers","WI","54241","MANITOWOC","0.96386","7 out of 10","0 out of 9","7 out of 10","7"
"340017","MARGARET R PARDEE MEMORIAL HOSPITAL","800 N JUSTICE ST","Hendersonville","NC","28791","HENDERSON","0.98249","9 out of 10","6 out of 9","9 out of 10","9"
"330218","OSWEGO HOSPITAL","110 WEST SIXTH STREET","Oswego","NY","13069","OSWEGO","0.89790","0 out of 10","0 out of 9","0 out of 10","0"
"490017","BON SECOURS MARYVIEW MEDICAL CENTER","3636 HIGH STREET","Portsmouth","VA","23707","PORTSMOUTH CITY","0.79857","0 out of 10","3 out of 9","3 out of 10","3"
"450742","BAYLOR SCOTT AND WHITE MEDICAL CENTER LAKE POINTE","6800 SCENIC DR","Rowlett","TX","75088","DALLAS","0.97876","8 out of 10","8 out of 9","8 out of 10","8"
"450271","WISE REGIONAL HEALTH SYSTEM","2000 S FM 51","Decatur","TX","76234","WISE","0.98743","9 out of 10","9 out of 9","9 out of 10","9"
"100238","NORTHSIDE HOSPITAL","6000 49TH ST N","Saint Petersburg","FL","33709","PINELLAS","0.98864","9 out of 10","0 out of 9","9 out of 10","9"
"150104","WITHAM HEALTH SERVICES","2605 N LEBANON ST","Lebanon","IN","46052","BOONE","0.87109","0 out of 10","0 out of 9","0 out of 10","0"
"360052","GOOD SAMARITAN HOSPITAL","2222 PHILADELPHIA DRIVE","Dayton","OH","45406","MONTGOMERY","0.98789","9 out of 10","0 out of 9","9 out of 10","9"
"360095","BLANCHARD VALLEY HOSPITAL","1900 SOUTH MAIN STREET","Findlay","OH","45840","HANCOCK","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"490115","TWIN COUNTY REGIONAL HOSPITAL","200 HOSPITAL DRIVE","Galax","VA","24333","GALAX CITY","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"140007","PRESENCE SAINT JOSEPH MEDICAL CENTER","333 N MADISON","Joliet","IL","60435","WILL","0.83642","0 out of 10","4 out of 9","4 out of 10","4"
"390168","BUTLER MEMORIAL HOSPITAL","ONE HOSPITAL WAY","Butler","PA","16001","BUTLER","0.97749","8 out of 10","3 out of 9","8 out of 10","8"
"230093","SPECTRUM HEALTH BIG RAPIDS HOSPITAL","605 OAK STREET","Big Rapids","MI","49307","MECOSTA","0.92484","3 out of 10","6 out of 9","6 out of 10","6"
"090004","MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","3800 RESERVOIR RD","Washington","DC","20007","DISTRICT OF COLUMBIA","0.97732","8 out of 10","5 out of 9","8 out of 10","8"
"150167","ORTHOPAEDIC HOSPITAL AT PARKVIEW NORTH LLC","11130 PARKVIEW CIRCLE DR","Fort Wayne","IN","46845","ALLEN","0.99692","10 out of 10","9 out of 9","10 out of 10","10"
"170197","KANSAS MEDICAL CENTER LLC","1124 WEST 21ST STREET","Andover","KS","67002","BUTLER","1.00000","10 out of 10","0 out of 9","10 out of 10","10"
"530032","EVANSTON REGIONAL HOSPITAL","190 ARROWHEAD DR","Evanston","WY","82930","UINTA","1.00000","10 out of 10","9 out of 9","10 out of 10","10"
"380050","SKY LAKES MEDICAL CENTER","2865 DAGGETT AVENUE","Klamath Falls","OR","97601","KLAMATH","0.89897","0 out of 10","6 out of 9","6 out of 10","6"
"520013","SACRED HEART HOSPITAL","900 W CLAIREMONT AVE","Eau Claire","WI","54701","EAU CLAIRE","0.98352","9 out of 10","9 out of 9","9 out of 10","9"
"290053","ST ROSE DOMINICAN HOSPITALS - SAN MARTIN CAMPUS","8280 W WARM SPRINGS ROAD","Las Vegas","NV","89113","CLARK","0.98817","9 out of 10","9 out of 9","9 out of 10","9"
"510048","LOGAN REGIONAL MEDICAL CENTER","20 HOSPITAL DRIVE","Logan","WV","25601","LOGAN","0.99778","10 out of 10","0 out of 9","10 out of 10","10"
"150069","KING'S DAUGHTERS' HEALTH","1373 EAST SR 62","Madison","IN","47250","JEFFERSON","0.98171","9 out of 10","6 out of 9","9 out of 10","9"
"360359","UNIVERSITY HOSPITALS AHUJA MEDICAL CENTER","3999 RICHMOND ROAD","Beachwood","OH","44122","CUYAHOGA","0.97778","8 out of 10","7 out of 9","8 out of 10","8"
"450462","TEXAS HEALTH PRESBYTERIAN HOSPITAL  DALLAS","8200 WALNUT HILL LANE","Dallas","TX","75231","DALLAS","0.99660","10 out of 10","9 out of 9","10 out of 10","10"
"050342","PIONEERS MEMORIAL HEALTHCARE DISTRICT","207 WEST LEGION ROAD","Brawley","CA","92227","IMPERIAL","0.93303","3 out of 10","8 out of 9","8 out of 10","8"
"140155","PRESENCE ST MARYS HOSPITAL","500 W COURT ST","Kankakee","IL","60901","KANKAKEE","0.89032","0 out of 10","0 out of 9","0 out of 10","0"
"220077","BAYSTATE MEDICAL CENTER","759 CHESTNUT STREET","Springfield","MA","01199","HAMPDEN","0.92529","3 out of 10","5 out of 9","5 out of 10","5"
