"Hospital_Name","PROVIDER ID","State","Fiscal Year","Domain_1_Score","Domain_1_Score_Footnote","Domain_1_Start_Date","Domain_1_End_Date","AHRQ_PSI_90_Score","AHRQ_PSI_90_Score_Footnote","Domain_2_Score","Domain_2_Score_Footnote","CLABSI_Score","CLABSI_Score_Footnote","CAUTI_Score","CAUTI_Score_Footnote","SSI_Score","SSI_Score_Footnote","Domain_2_Start_Date","Domain_2_End_Date","TOTAL_HAC_SCORE","Total_HAC_Score_Footnote"
LAKEWAY REGIONAL HOSPITAL,440067,TN,2016,7.0000,,07012012,06302014,7.0000,,5.0000,,N/A,,5,,N/A,,01012013,12312014,5.5000,
STARR REGIONAL MEDICAL CENTER ATHENS,440068,TN,2016,4.0000,,07012012,06302014,4.0000,,2.0000,,N/A,,3,,1,,01012013,12312014,2.5000,
DECATUR COUNTY GENERAL HOSPITAL,440070,TN,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
DYERSBURG REGIONAL MEDICAL CENTER,440072,TN,2016,2.0000,,07012012,06302014,2.0000,,4.6667,,10,,1,,3,,01012013,12312014,4.0000,
MAURY REGIONAL HOSPITAL,440073,TN,2016,1.0000,,07012012,06302014,1.0000,,6.3333,,6,,9,,4,,01012013,12312014,5.0000,
LECONTE MEDICAL CENTER,440081,TN,2016,2.0000,,07012012,06302014,2.0000,,4.3333,,9,,2,,2,,01012013,12312014,3.7500,
SAINT THOMAS WEST HOSPITAL,440082,TN,2016,8.0000,,07012012,06302014,8.0000,,7.3333,,5,,9,,8,,01012013,12312014,7.5000,
JAMESTOWN REGIONAL MEDICAL CENTER,440083,TN,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
SWEETWATER HOSPITAL ASSOCIATION,440084,TN,2016,6.0000,,07012012,06302014,6.0000,,4.3333,,1,,3,,9,,01012013,12312014,4.7500,
"MEMORIAL HEALTHCARE SYSTEM, INC",440091,TN,2016,3.0000,,07012012,06302014,3.0000,,8.6667,,9,,8,,9,,01012013,12312014,7.2500,
LINCOLN MEDICAL CENTER,440102,TN,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,2.7500,
ERLANGER MEDICAL CENTER,440104,TN,2016,8.0000,,07012012,06302014,8.0000,,6.6667,,7,,9,,4,,01012013,12312014,7.0000,
HARDIN MEDICAL CENTER,440109,TN,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
FORT LOUDOUN MEDICAL CENTER,440110,TN,2016,2.0000,,07012012,06302014,2.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,1.2500,
METRO NASHVILLE GENERAL HOSPITAL,440111,TN,2016,8.0000,,07012012,06302014,8.0000,,8.6667,,10,,7,,9,,01012013,12312014,8.5000,
PHYSICIANS REGIONAL MEDICAL CENTER,440120,TN,2016,7.0000,,07012012,06302014,7.0000,,8.6667,,7,,10,,9,,01012013,12312014,8.2500,
FORT SANDERS REGIONAL MEDICAL CENTER,440125,TN,2016,1.0000,,07012012,06302014,1.0000,,7.6667,,8,,9,,6,,01012013,12312014,6.0000,
BAPTIST MEMORIAL HOSPITAL UNION CITY,440130,TN,2016,4.0000,,07012012,06302014,4.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,1.7500,
BAPTIST MEMORIAL HOSPITAL TIPTON,440131,TN,2016,4.0000,,07012012,06302014,4.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,1.7500,
HENRY COUNTY MEDICAL CENTER,440132,TN,2016,2.0000,,07012012,06302014,2.0000,,5.0000,,N/A,,6,,4,,01012013,12312014,4.2500,
SAINT THOMAS MIDTOWN HOSPITAL,440133,TN,2016,9.0000,,07012012,06302014,9.0000,,5.0000,,4,,6,,5,,01012013,12312014,6.0000,
HERITAGE MEDICAL CENTER,440137,TN,2016,9.0000,,07012012,06302014,9.0000,,3.0000,,7,,1,,1,,01012013,12312014,4.5000,
CUMBERLAND RIVER HOSPITAL,440141,TN,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
HARTON REGIONAL MEDICAL CENTER,440144,TN,2016,7.0000,,07012012,06302014,7.0000,,1.0000,,1,,1,,1,,01012013,12312014,2.5000,
BAPTIST REHABILITATION GERMANTOWN,440147,TN,2016,N/A,,07012012,06302014,N/A,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,N/A,
DEKALB COMMUNITY HOSPITAL,440148,TN,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
TRISTAR SUMMIT MEDICAL CENTER,440150,TN,2016,7.0000,,07012012,06302014,7.0000,,6.6667,,6,,4,,10,,01012013,12312014,6.7500,
RIVER PARK HOSPITAL,440151,TN,2016,1.0000,,07012012,06302014,1.0000,,2.0000,,N/A,,2,,N/A,,01012013,12312014,1.7500,
REGIONAL ONE HEALTH,440152,TN,2016,10.0000,,07012012,06302014,10.0000,,8.6667,,8,,10,,8,,01012013,12312014,9.0000,
NEWPORT MEDICAL CENTER,440153,TN,2016,4.0000,,07012012,06302014,4.0000,,3.0000,,N/A,,3,,N/A,,01012013,12312014,3.2500,
PARKRIDGE MEDICAL CENTER,440156,TN,2016,3.0000,,07012012,06302014,3.0000,,7.3333,,8,,7,,7,,01012013,12312014,6.2500,
DELTA MEDICAL CENTER,440159,TN,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
TRISTAR CENTENNIAL MEDICAL CENTER,440161,TN,2016,2.0000,,07012012,06302014,2.0000,,5.3333,,4,,5,,7,,01012013,12312014,4.5000,
PARKWEST MEDICAL CENTER,440173,TN,2016,7.0000,,07012012,06302014,7.0000,,6.6667,,8,,8,,4,,01012013,12312014,6.7500,
SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE,440175,TN,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,2.7500,
INDIAN PATH MEDICAL CENTER,440176,TN,2016,2.0000,,07012012,06302014,2.0000,,1.0000,,1,,1,,1,,01012013,12312014,1.2500,
JELLICO COMMUNITY HOSPITAL,440180,TN,2016,4.0000,,07012012,06302014,4.0000,,5.0000,,N/A,,5,,N/A,,01012013,12312014,4.7500,
BOLIVAR GENERAL HOSPITAL,440181,TN,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
MCKENZIE REGIONAL HOSPITAL,440182,TN,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
ST FRANCIS HOSPITAL,440183,TN,2016,1.0000,,07012012,06302014,1.0000,,6.6667,,9,,6,,5,,01012013,12312014,5.2500,
FRANKLIN WOODS COMMUNITY HOSPITAL,440184,TN,2016,8.0000,,07012012,06302014,8.0000,,4.6667,,8,,3,,3,,01012013,12312014,5.5000,
SKYRIDGE MEDICAL CENTER,440185,TN,2016,9.0000,,07012012,06302014,9.0000,,3.3333,,5,,3,,2,,01012013,12312014,4.7500,
LIVINGSTON REGIONAL HOSPITAL,440187,TN,2016,9.0000,,07012012,06302014,9.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,9.0000,
REGIONAL HOSPITAL OF JACKSON,440189,TN,2016,1.0000,,07012012,06302014,1.0000,,4.6667,,9,,2,,3,,01012013,12312014,3.7500,
HIGHLANDS MEDICAL CENTER,440192,TN,2016,8.0000,,07012012,06302014,8.0000,,9.0000,,N/A,,N/A,,9,,01012013,12312014,8.7500,
UNIVERSITY MEDICAL CENTER,440193,TN,2016,2.0000,,07012012,06302014,2.0000,,4.0000,,8,,3,,1,,01012013,12312014,3.5000,
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,TN,2016,7.0000,,07012012,06302014,7.0000,,7.6667,,8,,9,,6,,01012013,12312014,7.5000,
TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,TN,2016,4.0000,,07012012,06302014,4.0000,,7.6667,,9,,8,,6,,01012013,12312014,6.7500,
STONES RIVER HOSPITAL,440200,TN,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,440218,TN,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
TRISTAR STONECREST MEDICAL CENTER,440227,TN,2016,4.0000,,07012012,06302014,4.0000,,7.6667,,9,,7,,7,,01012013,12312014,6.7500,
SAINT FRANCIS BARTLETT MEDICAL CENTER,440228,TN,2016,1.0000,,07012012,06302014,1.0000,,3.6667,,3,,7,,1,,01012013,12312014,3.0000,
TRUSTPOINT HOSPITAL,440231,TN,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
HOUSTON COUNTY COMMUNITY HOSPITAL,440232,TN,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
PROVIDENCE MEMORIAL HOSPITAL,450002,TX,2016,10.0000,,07012012,06302014,10.0000,,5.0000,,4,,4,,7,,01012013,12312014,6.2500,
MEMORIAL HERMANN BAPTIST ORANGE HOSPITAL,450005,TX,2016,2.0000,,07012012,06302014,2.0000,,9.0000,,N/A,,N/A,,9,,01012013,12312014,7.2500,
PETERSON REGIONAL MEDICAL CENTER,450007,TX,2016,8.0000,,07012012,06302014,8.0000,,5.3333,,3,,6,,7,,01012013,12312014,6.0000,
UNITED REGIONAL HEALTH CARE SYSTEM,450010,TX,2016,3.0000,,07012012,06302014,3.0000,,4.0000,,4,,2,,6,,01012013,12312014,3.7500,
ST. JOSEPH REGIONAL HEALTH CENTER,450011,TX,2016,2.0000,,07012012,06302014,2.0000,,5.3333,,7,,5,,4,,01012013,12312014,4.5000,
DALLAS COUNTY HOSPITAL DISTRICT,450015,TX,2016,10.0000,,07012012,06302014,10.0000,,7.6667,,6,,9,,8,,01012013,12312014,8.2500,
UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,450018,TX,2016,10.0000,,07012012,06302014,10.0000,,7.0000,,7,,6,,8,,01012013,12312014,7.7500,
BAYLOR UNIVERSITY MEDICAL CENTER,450021,TX,2016,10.0000,,07012012,06302014,10.0000,,6.6667,,8,,6,,6,,01012013,12312014,7.5000,
CITIZENS MEDICAL CENTER,450023,TX,2016,1.0000,,07012012,06302014,1.0000,,5.6667,,9,,4,,4,,01012013,12312014,4.5000,
UNIVERSITY MEDICAL CENTER OF EL PASO,450024,TX,2016,10.0000,,07012012,06302014,10.0000,,9.3333,,10,,9,,9,,01012013,12312014,9.5000,
"VHS BROWNSVILLE HOSPITAL COMPANY, LLC",450028,TX,2016,3.0000,,07012012,06302014,3.0000,,4.0000,,4,,5,,3,,01012013,12312014,3.7500,
LAREDO MEDICAL CENTER,450029,TX,2016,1.0000,,07012012,06302014,1.0000,,5.3333,,7,,7,,2,,01012013,12312014,4.2500,
GOOD SHEPHERD MEDICAL CENTER MARSHALL,450032,TX,2016,7.0000,,07012012,06302014,7.0000,,7.0000,,9,,3,,9,,01012013,12312014,7.0000,
VALLEY BAPTIST MEDICAL CENTER - HARLINGEN,450033,TX,2016,3.0000,,07012012,06302014,3.0000,,6.0000,,8,,6,,4,,01012013,12312014,5.2500,
CHRISTUS HOSPITAL,450034,TX,2016,1.0000,,07012012,06302014,1.0000,,5.6667,,6,,8,,3,,01012013,12312014,4.5000,
ST JOSEPH MEDICAL CENTER,450035,TX,2016,10.0000,,07012012,06302014,10.0000,,5.6667,,7,,4,,6,,01012013,12312014,6.7500,
GOOD SHEPHERD MEDICAL CENTER,450037,TX,2016,1.0000,,07012012,06302014,1.0000,,7.6667,,9,,5,,9,,01012013,12312014,6.0000,
JPS HEALTH NETWORK,450039,TX,2016,10.0000,,07012012,06302014,10.0000,,9.3333,,8,,10,,10,,01012013,12312014,9.5000,
COVENANT MEDICAL CENTER,450040,TX,2016,7.0000,,07012012,06302014,7.0000,,4.3333,,6,,3,,4,,01012013,12312014,5.0000,
PROVIDENCE HEALTH CENTER,450042,TX,2016,5.0000,,07012012,06302014,5.0000,,6.3333,,5,,5,,9,,01012013,12312014,6.0000,
WILLIAM P. CLEMENTS JR. UNIVERSITY HOSPITAL,450044,TX,2016,10.0000,,07012012,06302014,10.0000,,7.3333,,8,,7,,7,,01012013,12312014,8.0000,
CHRISTUS SPOHN HOSPITAL CORPUS CHRISTI,450046,TX,2016,2.0000,,07012012,06302014,2.0000,,7.3333,,10,,9,,3,,01012013,12312014,6.0000,
METHODIST DALLAS MEDICAL CENTER,450051,TX,2016,1.0000,,07012012,06302014,1.0000,,6.3333,,5,,6,,8,,01012013,12312014,5.0000,
GOODALL WITCHER HOSPITAL,450052,TX,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
SCOTT & WHITE MEMORIAL HOSPITAL,450054,TX,2016,3.0000,,07012012,06302014,3.0000,,8.3333,,9,,9,,7,,01012013,12312014,7.0000,
ROLLING PLAINS MEMORIAL HOSPITAL,450055,TX,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
SETON MEDICAL CENTER AUSTIN,450056,TX,2016,5.0000,,07012012,06302014,5.0000,,7.6667,,7,,9,,7,,01012013,12312014,7.0000,
BAPTIST MEDICAL CENTER,450058,TX,2016,3.0000,,07012012,06302014,3.0000,,7.0000,,6,,9,,6,,01012013,12312014,6.0000,
TEXAS HEALTH ARLINGTON MEMORIAL HOSPITAL,450064,TX,2016,5.0000,,07012012,06302014,5.0000,,5.6667,,4,,8,,5,,01012013,12312014,5.5000,
MEMORIAL HERMANN - TEXAS MEDICAL CENTER,450068,TX,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,5,,7,,8,,01012013,12312014,5.7500,
BRAZOSPORT REGIONAL HEALTH SYSTEM,450072,TX,2016,3.0000,,07012012,06302014,3.0000,,3.6667,,6,,4,,1,,01012013,12312014,3.5000,
ANSON GENERAL HOSPITAL,450078,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
BAYLOR MEDICAL CENTER AT IRVING,450079,TX,2016,6.0000,,07012012,06302014,6.0000,,7.6667,,9,,8,,6,,01012013,12312014,7.2500,
TITUS REGIONAL MEDICAL CENTER,450080,TX,2016,1.0000,,07012012,06302014,1.0000,,3.6667,,1,,1,,9,,01012013,12312014,3.0000,
CHRISTUS SPOHN HOSPITAL BEEVILLE,450082,TX,2016,8.0000,,07012012,06302014,8.0000,,2.0000,,1,,3,,N/A,,01012013,12312014,3.5000,
EAST TEXAS MEDICAL CENTER,450083,TX,2016,1.0000,,07012012,06302014,1.0000,,7.6667,,9,,8,,6,,01012013,12312014,6.0000,
GRAHAM REGIONAL MEDICAL CENTER,450085,TX,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
NORTH HILLS HOSPITAL,450087,TX,2016,9.0000,,07012012,06302014,9.0000,,8.0000,,9,,9,,6,,01012013,12312014,8.2500,
NORTH TEXAS MEDICAL CENTER,450090,TX,2016,2.0000,,07012012,06302014,2.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,1.2500,
FORT DUNCAN MEDICAL CENTER,450092,TX,2016,4.0000,,07012012,06302014,4.0000,,1.0000,,1,,1,,1,,01012013,12312014,1.7500,
BAYSHORE MEDICAL CENTER,450097,TX,2016,3.0000,,07012012,06302014,3.0000,,6.6667,,8,,8,,4,,01012013,12312014,5.7500,
PAMPA REGIONAL MEDICAL CENTER,450099,TX,2016,2.0000,,07012012,06302014,2.0000,,5.5000,,N/A,,1,,10,,01012013,12312014,4.6250,
HILLCREST BAPTIST MEDICAL CENTER,450101,TX,2016,10.0000,,07012012,06302014,10.0000,,2.0000,,3,,1,,2,,01012013,12312014,4.0000,
MOTHER FRANCES HOSPITAL,450102,TX,2016,2.0000,,07012012,06302014,2.0000,,4.0000,,4,,4,,4,,01012013,12312014,3.5000,
GUADALUPE REGIONAL MEDICAL CENTER,450104,TX,2016,1.0000,,07012012,06302014,1.0000,,4.0000,,1,,3,,8,,01012013,12312014,3.2500,
LAS PALMAS MEDICAL CENTER,450107,TX,2016,6.0000,,07012012,06302014,6.0000,,4.6667,,4,,5,,5,,01012013,12312014,5.0000,
CONNALLY MEMORIAL MEDICAL CENTER,450108,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
SOUTH TEXAS HEALTH SYSTEM,450119,TX,2016,1.0000,,07012012,06302014,1.0000,,3.0000,,3,,4,,2,,01012013,12312014,2.5000,
UNIVERSITY MEDICAL CENTER AT BRACKENRIDGE,450124,TX,2016,9.0000,,07012012,06302014,9.0000,,8.3333,,8,,9,,8,,01012013,12312014,8.5000,
KNAPP MEDICAL CENTER,450128,TX,2016,3.0000,,07012012,06302014,3.0000,,4.3333,,10,,2,,1,,01012013,12312014,4.0000,
NIX HEALTH CARE SYSTEM,450130,TX,2016,10.0000,,07012012,06302014,10.0000,,8.3333,,10,,10,,5,,01012013,12312014,8.7500,
MEDICAL CENTER HOSPITAL,450132,TX,2016,4.0000,,07012012,06302014,4.0000,,3.3333,,3,,2,,5,,01012013,12312014,3.5000,
MIDLAND MEMORIAL HOSPITAL,450133,TX,2016,6.0000,,07012012,06302014,6.0000,,7.0000,,7,,8,,6,,01012013,12312014,6.7500,
TEXAS HEALTH HARRIS METHODIST FORT WORTH,450135,TX,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,4,,8,,6,,01012013,12312014,4.7500,
BAYLOR ALL SAINTS MEDICAL CENTER AT FORT WORTH,450137,TX,2016,10.0000,,07012012,06302014,10.0000,,6.6667,,8,,5,,7,,01012013,12312014,7.5000,
SETON SMITHVILLE REGIONAL HOSPITAL,450143,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
PERMIAN REGIONAL MEDICAL CENTER ANDREWS COUNTY HO,450144,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
DE TAR HOSPITAL NAVARRO,450147,TX,2016,2.0000,,07012012,06302014,2.0000,,3.6667,,5,,4,,2,,01012013,12312014,3.2500,
TEXAS HEALTH HARRIS METHODIST HOSPITAL CLEBURNE,450148,TX,2016,9.0000,,07012012,06302014,9.0000,,6.0000,,1,,9,,8,,01012013,12312014,6.7500,
METROPLEX HOSPITAL,450152,TX,2016,4.0000,,07012012,06302014,4.0000,,1.3333,,1,,1,,2,,01012013,12312014,2.0000,
VAL VERDE REGIONAL MEDICAL CENTER,450154,TX,2016,2.0000,,07012012,06302014,2.0000,,5.0000,,N/A,,9,,1,,01012013,12312014,4.2500,
HEREFORD REGIONAL MEDICAL CENTER,450155,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
GRACE MEDICAL CENTER,450162,TX,2016,6.0000,,07012012,06302014,6.0000,,6.0000,,N/A,,N/A,,6,,01012013,12312014,6.0000,
CHRISTUS SPOHN HOSPITAL KLEBERG,450163,TX,2016,6.0000,,07012012,06302014,6.0000,,5.6667,,10,,4,,3,,01012013,12312014,5.7500,
SOUTH TEXAS REGIONAL MEDICAL CENTER,450165,TX,2016,2.0000,,07012012,06302014,2.0000,,5.0000,,N/A,,1,,9,,01012013,12312014,4.2500,
MISSION REGIONAL MEDICAL CENTER,450176,TX,2016,5.0000,,07012012,06302014,5.0000,,5.3333,,5,,10,,1,,01012013,12312014,5.2500,
UVALDE MEMORIAL HOSPITAL,450177,TX,2016,3.0000,,07012012,06302014,3.0000,,1.0000,,N/A,,1,,N/A,,01012013,12312014,1.5000,
PECOS COUNTY MEMORIAL HOSPITAL,450178,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
MEMORIAL HERMANN HOSPITAL SYSTEM,450184,TX,2016,1.0000,,07012012,06302014,1.0000,,5.6667,,5,,7,,5,,01012013,12312014,4.5000,
SCOTT & WHITE HOSPITAL BRENHAM,450187,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
HILL REGIONAL HOSPITAL,450192,TX,2016,10.0000,,07012012,06302014,10.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,10.0000,
ST LUKES  HOSPITAL,450193,TX,2016,10.0000,,07012012,06302014,10.0000,,6.6667,,7,,7,,6,,01012013,12312014,7.5000,
EAST TEXAS MEDICAL CENTER JACKSONVILLE,450194,TX,2016,10.0000,,07012012,06302014,10.0000,,10.0000,,N/A,,10,,N/A,,01012013,12312014,10.0000,
PARIS REGIONAL MEDICAL CENTER,450196,TX,2016,4.0000,,07012012,06302014,4.0000,,5.0000,,10,,2,,3,,01012013,12312014,4.7500,
WADLEY REGIONAL MEDICAL CENTER,450200,TX,2016,8.0000,,07012012,06302014,8.0000,,5.3333,,6,,5,,5,,01012013,12312014,6.0000,
WEATHERFORD REGIONAL MEDICAL CENTER,450203,TX,2016,1.0000,,07012012,06302014,1.0000,,2.0000,,1,,2,,3,,01012013,12312014,1.7500,
NORTHWEST TEXAS HOSPITAL,450209,TX,2016,10.0000,,07012012,06302014,10.0000,,2.6667,,3,,3,,2,,01012013,12312014,4.5000,
E.T.M.C. CARTHAGE,450210,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
MEMORIAL MEDICAL CENTER OF EAST TEXAS,450211,TX,2016,1.0000,,07012012,06302014,1.0000,,3.0000,,4,,3,,2,,01012013,12312014,2.5000,
UNIVERSITY HOSPITAL,450213,TX,2016,10.0000,,07012012,06302014,10.0000,,7.6667,,7,,7,,9,,01012013,12312014,8.2500,
GULF COAST MEDICAL CENTER,450214,TX,2016,5.0000,,07012012,06302014,5.0000,,4.5000,,8,,1,,N/A,,01012013,12312014,4.6250,
SCOTT & WHITE HOSPITAL-LLANO,450219,TX,2016,3.0000,,07012012,06302014,3.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,3.0000,
MOORE COUNTY HOSPITAL DISTRICT,450221,TX,2016,7.0000,,07012012,06302014,7.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,7.0000,
CONROE REGIONAL MEDICAL CENTER,450222,TX,2016,4.0000,,07012012,06302014,4.0000,,5.3333,,3,,8,,5,,01012013,12312014,5.0000,
HENDRICK MEDICAL CENTER,450229,TX,2016,8.0000,,07012012,06302014,8.0000,,4.3333,,3,,8,,2,,01012013,12312014,5.2500,
BSA HEALTH SYSTEM,450231,TX,2016,10.0000,,07012012,06302014,10.0000,,6.0000,,6,,3,,9,,01012013,12312014,7.0000,
MEMORIAL HOSPITAL,450235,TX,2016,4.0000,,07012012,06302014,4.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,4.0000,
HOPKINS COUNTY MEMORIAL HOSPITAL,450236,TX,2016,1.0000,,07012012,06302014,1.0000,,3.0000,,N/A,,3,,3,,01012013,12312014,2.5000,
CHRISTUS SANTA ROSA HOSPITAL,450237,TX,2016,6.0000,,07012012,06302014,6.0000,,8.0000,,8,,8,,8,,01012013,12312014,7.5000,
FAITH COMMUNITY HOSPITAL,450241,TX,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
HAMLIN MEMORIAL HOSPITAL,450243,TX,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
BELLVILLE ST. JOSEPH HEALTH CENTER,450253,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
WISE REGIONAL HEALTH SYSTEM,450271,TX,2016,3.0000,,07012012,06302014,3.0000,,2.6667,,5,,2,,1,,01012013,12312014,2.7500,
CENTRAL TEXAS MEDICAL CENTER,450272,TX,2016,1.0000,,07012012,06302014,1.0000,,6.0000,,7,,1,,10,,01012013,12312014,4.7500,
BAYLOR MEDICAL CENTER AT GARLAND,450280,TX,2016,9.0000,,07012012,06302014,9.0000,,5.0000,,8,,5,,2,,01012013,12312014,6.0000,
HARRIS HEALTH SYSTEM,450289,TX,2016,10.0000,,07012012,06302014,10.0000,,6.0000,,3,,6,,9,,01012013,12312014,7.0000,
TEXAS HEALTH PRESBYTERIAN HOSPITAL KAUFMAN,450292,TX,2016,9.0000,,07012012,06302014,9.0000,,5.0000,,1,,10,,4,,01012013,12312014,6.0000,
FRIO REGIONAL HOSPITAL,450293,TX,2016,N/A,4,07012012,06302014,N/A,4,N/A,4,N/A,4,N/A,4,N/A,4,01012013,12312014,N/A,4
COLLEGE STATION MEDICAL CENTER,450299,TX,2016,4.0000,,07012012,06302014,4.0000,,6.0000,,10,,4,,4,,01012013,12312014,5.5000,
STAMFORD MEMORIAL HOSPITAL,450306,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
TEXOMA MEDICAL CENTER,450324,TX,2016,9.0000,,07012012,06302014,9.0000,,4.0000,,5,,5,,2,,01012013,12312014,5.2500,
OAKBEND MEDICAL CENTER,450330,TX,2016,8.0000,,07012012,06302014,8.0000,,2.6667,,1,,4,,3,,01012013,12312014,4.0000,
SAN ANGELO COMMUNITY MEDICAL CENTER,450340,TX,2016,8.0000,,07012012,06302014,8.0000,,2.0000,,1,,1,,4,,01012013,12312014,3.5000,
BAPTIST BEAUMONT HOSPITAL,450346,TX,2016,1.0000,,07012012,06302014,1.0000,,9.0000,,7,,10,,10,,01012013,12312014,7.0000,
HUNTSVILLE MEMORIAL HOSPITAL,450347,TX,2016,2.0000,,07012012,06302014,2.0000,,3.3333,,1,,2,,7,,01012013,12312014,3.0000,
FALLS COMMUNITY HOSPITAL AND CLINIC,450348,TX,2016,6.0000,,07012012,06302014,6.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,6.0000,
TEXAS HEALTH HARRIS METHODIST HOSPITAL STEPHENVILL,450351,TX,2016,5.0000,,07012012,06302014,5.0000,,1.0000,,N/A,,1,,1,,01012013,12312014,2.0000,
HUNT REGIONAL MEDICAL CENTER,450352,TX,2016,5.0000,,07012012,06302014,5.0000,,3.0000,,7,,1,,1,,01012013,12312014,3.5000,
THE  METHODIST HOSPITAL,450358,TX,2016,3.0000,,07012012,06302014,3.0000,,6.0000,,7,,7,,4,,01012013,12312014,5.2500,
CHILDRESS REGIONAL MEDICAL CENTER,450369,TX,2016,5.0000,,07012012,06302014,5.0000,,N/A,,N/A,,N/A,,N/A,,01012013,12312014,5.0000,
COLUMBUS COMMUNITY HOSPITAL,450370,TX,2016,8.0000,,07012012,06302014,8.0000,,1.0000,,N/A,,N/A,,1,,01012013,12312014,2.7500,
BAYLOR SCOTT & WHITE MEDICAL CENTER- WAXAHACHIE,450372,TX,2016,10.0000,,07012012,06302014,10.0000,,5.3333,,6,,6,,4,,01012013,12312014,6.5000,
DALLAS MEDICAL CENTER,450379,TX,2016,1.0000,,07012012,06302014,1.0000,,6.3333,,10,,4,,5,,01012013,12312014,5.0000,
METHODIST HOSPITAL,450388,TX,2016,4.0000,,07012012,06302014,4.0000,,6.6667,,8,,8,,4,,01012013,12312014,6.0000,
