"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"VT","Heart Attack or Chest Pain","Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better","OP_5","7","","01/01/2015","12/31/2015"
"WA","Heart Attack or Chest Pain","Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better","OP_5","9","","01/01/2015","12/31/2015"
"WI","Heart Attack or Chest Pain","Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better","OP_5","7","","01/01/2015","12/31/2015"
"WV","Heart Attack or Chest Pain","Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better","OP_5","8","","01/01/2015","12/31/2015"
"WY","Heart Attack or Chest Pain","Average (median) number of minutes before outpatients with chest pain or possible heart attack got an ECG A lower number of minutes is better","OP_5","6","","01/01/2015","12/31/2015"
"AK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","26","","01/01/2015","12/31/2015"
"AL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","30","","01/01/2015","12/31/2015"
"AR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","","01/01/2015","12/31/2015"
"AZ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","","01/01/2015","12/31/2015"
"CA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","24","","01/01/2015","12/31/2015"
"CO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","","01/01/2015","12/31/2015"
"CT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","14","","01/01/2015","12/31/2015"
"DC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"DE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"FL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","22","","01/01/2015","12/31/2015"
"GA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","27","","01/01/2015","12/31/2015"
"HI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","13","","01/01/2015","12/31/2015"
"IA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","17","","01/01/2015","12/31/2015"
"ID","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","25","","01/01/2015","12/31/2015"
"IL","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","","01/01/2015","12/31/2015"
"IN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","","01/01/2015","12/31/2015"
"KS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","","01/01/2015","12/31/2015"
"KY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","","01/01/2015","12/31/2015"
"LA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","","01/01/2015","12/31/2015"
"MA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","24","","01/01/2015","12/31/2015"
"MD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","23","","01/01/2015","12/31/2015"
"ME","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","25","","01/01/2015","12/31/2015"
"MI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","24","","01/01/2015","12/31/2015"
"MN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","","01/01/2015","12/31/2015"
"MO","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","21","","01/01/2015","12/31/2015"
"MS","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","24","","01/01/2015","12/31/2015"
"MT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","26","","01/01/2015","12/31/2015"
"NC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","","01/01/2015","12/31/2015"
"ND","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","","01/01/2015","12/31/2015"
"NE","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","17","","01/01/2015","12/31/2015"
"NH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","31","","01/01/2015","12/31/2015"
"NJ","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","21","","01/01/2015","12/31/2015"
"NM","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","18","","01/01/2015","12/31/2015"
"NV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","18","","01/01/2015","12/31/2015"
"NY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","23","","01/01/2015","12/31/2015"
"OH","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","","01/01/2015","12/31/2015"
"OK","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","17","","01/01/2015","12/31/2015"
"OR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","21","","01/01/2015","12/31/2015"
"PA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","","01/01/2015","12/31/2015"
"PR","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"RI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","16","","01/01/2015","12/31/2015"
"SC","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","26","","01/01/2015","12/31/2015"
"SD","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","18","","01/01/2015","12/31/2015"
"TN","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","20","","01/01/2015","12/31/2015"
"TX","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","18","","01/01/2015","12/31/2015"
"UT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","9","","01/01/2015","12/31/2015"
"VA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","17","","01/01/2015","12/31/2015"
"VI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","Not Available","13 - Results cannot be calculated for this reporting period.","01/01/2015","12/31/2015"
"VT","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","23","","01/01/2015","12/31/2015"
"WA","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","17","","01/01/2015","12/31/2015"
"WI","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","","01/01/2015","12/31/2015"
"WV","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","19","","01/01/2015","12/31/2015"
"WY","Emergency Department","Average time patients spent in the emergency department before they were seen by a healthcare professional A lower number of minutes is better (low)","OP_20_LOW_MIN","15","","01/01/2015","12/31/2015"
"AK","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","93","","01/01/2015","12/31/2015"
"AL","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"AR","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","95","","01/01/2015","12/31/2015"
"AS","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"AZ","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"CA","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"CO","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","99","","01/01/2015","12/31/2015"
"CT","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"DC","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"DE","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"FL","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","99","","01/01/2015","12/31/2015"
"GA","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"GU","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","64","","01/01/2015","12/31/2015"
"HI","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","100","","01/01/2015","12/31/2015"
"IA","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"ID","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"IL","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"IN","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"KS","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"KY","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"LA","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"MA","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"MD","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"ME","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"MI","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"MN","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"MO","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"MP","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","Not Available","5 - Results are not available for this reporting period.","01/01/2015","12/31/2015"
"MS","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","94","","01/01/2015","12/31/2015"
"MT","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"NC","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"ND","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"NE","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"NH","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"NJ","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"NM","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","95","","01/01/2015","12/31/2015"
"NV","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"NY","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"OH","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"OK","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"OR","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"PA","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"PR","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","75","","01/01/2015","12/31/2015"
"RI","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"SC","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"SD","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","99","","01/01/2015","12/31/2015"
"TN","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"TX","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"UT","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"VA","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","99","","01/01/2015","12/31/2015"
"VI","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"VT","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"WA","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","96","","01/01/2015","12/31/2015"
"WI","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"WV","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","98","","01/01/2015","12/31/2015"
"WY","Stroke Care","Ischemic or hemorrhagic stroke patients who received treatment to keep blood clots from forming anywhere in the body within 2 days of hospital admissionHigher percentages are better","STK_1","97","","01/01/2015","12/31/2015"
"AK","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"AL","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"AR","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"AS","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"AZ","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"CA","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"CO","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"CT","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"DC","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","98","","01/01/2015","09/30/2015"
"DE","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"FL","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"GA","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"GU","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","95","","01/01/2015","09/30/2015"
"HI","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"IA","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"ID","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"IL","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"IN","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"KS","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"KY","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"LA","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"MA","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"MD","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"ME","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"MI","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"MN","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"MO","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"MP","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","Not Available","5 - Results are not available for this reporting period.","01/01/2015","09/30/2015"
"MS","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"MT","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","98","","01/01/2015","09/30/2015"
"NC","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"ND","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"NE","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"NH","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"NJ","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"NM","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"NV","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"NY","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"OH","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"OK","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"OR","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
"PA","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"PR","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","89","","01/01/2015","09/30/2015"
"RI","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","100","","01/01/2015","09/30/2015"
"SC","Stroke Care","Ischemic stroke patients who received a prescription for medicine known to prevent complications caused by blood clots at discharge Higher percentages are better","STK_2","99","","01/01/2015","09/30/2015"
